vpdmfId	journalTitle	nlmId	abbr	ISSN
18628	Annali medici di Sondalo	377216	Ann Med Sondalo	0402-4710
18629	Die Heilkunst	377243	Heilkunst	0017-9639
18630	Der Knappschaftsarzt	376777	Knappschaftsarzt	0450-4178
18631	Galicia-clinica	376551	Galicia Clin	0304-4866
18632	O Medico; semanario de assuntos medicos e paramedicos	376633	Medico (Porto)	0461-6375
18633	Kiserletes orvostudomany	376357	Kiserl Orvostud	0023-1878
18634	Minerva cardioangiologica Europea	376400	Minerva Cardioangiol Eur	XXXX-XXXX
18635	Economie et medecine animales	376327	Econ Med Anim	0013-0524
18636	Acta medica Patavina	376306	Acta Med Patav	0001-6063
18637	British Columbia medical journal	376326	B C Med J	0007-0556
18638	Modern medicine	375300	Mod Med	0026-8070
18639	Modern trends in human reproductive physiology	375304	Mod Trends Hum Reprod Physiol	0077-0140
18640	Egeszsegtudomany	375342	Egeszsegtudomany	0013-2268
18641	Der Medizinische Sachverstandige	375266	Med Sachverstand	0025-8490
18642	La Clinica veterinaria	375032	Clin Vet (Milano)	0009-9082
18643	"Ful-, orr-, gegegyogyazat"	375047	Fulorrgegegyogyaszat	0016-237X
18644	The Medicus	375261	Medicus v2	XXXX-XXXX
18645	Rivista di psicologia della scrittura	374070	Riv Psicol Scr	0485-2419
18646	Farmaceutski glasnik	373232	Farm Glas	0014-8202
18647	Farmacevtski vestnik	373233	Farm. Vestn.	0014-8229
18648	Arhiv za farmaciju	373077	Arh Farm (Belgr)	0004-1963
18649	Archives hospitalieres	373101	Arch Hosp (Paris)	XXXX-XXXX
18650	Burma medical journal	373132	Burma Med J	0007-6295
18651	Coimbra medica	372743	Coimbra Med	0010-0366
18652	Cyprus medical journal	372622	Cyprus Med J	XXXX-XXXX
18653	Les Cahiers de medecine veterinaire	372701	Cah Med Vet	0007-9944
18654	Archivos medicos mexicanos	372461	Arch Medicos Mex	XXXX-XXXX
18655	Arquivos de oncologia	372470	Arq Oncol	0365-6268
18656	Berufsdermatosen. Monographien	372507	Berufsdermatosen (Monogr)	XXXX-XXXX
18657	Annali italiani di pediatria	372345	Ann Ital Pediatr	XXXX-XXXX
18658	El Dia medico	370663	Dia Med	0012-1762
18659	Drug and cosmetic industry	370670	Drug Cosmet Ind	0012-6527
18660	"Enfance; psychologie, pedagogie, neuropsychiatrie, sociologie"	370676	Enfance	0013-7545
18661	Giornale italiano di patologia e di scienze affini	370744	G Ital Patol	0017-047X
18662	Aerztliche Praxis	370446	Arztl Prax	0001-9534
18663	Allgemeine homoopathische Zeitung fur wissenschaftliche und praktische Homoopathie	370462	Allg Homoopath Ztg	0002-5887
18664	Anatomia e chirurgia	370537	Anat Chir	0517-7146
18665	Acta paediatrica Latina	370360	Acta Paediatr Lat	0365-5504
18666	Folia clinica et biologica	356575	Folia Clin Biol (Sao Paulo)	0015-5519
18667	Bulletin officiel. Chambre syndicale des medecins de la Seine	353367	Bull Off Chambre Synd Med Seine	0300-5445
18668	Archiv fur Kinderheilkunde. Beihefte	346014	Arch Kinderheilkd Suppl	0066-6378
18669	Clinical excerpts; a journal devoted to therapeutics	345515	Clin Excerpts J Devoted Ther	XXXX-XXXX
18670	Revista de ortopedia y traumatologia. Edicion latino americana	341601	Rev Ortop Traumatol Ed Lat Am	XXXX-XXXX
18671	Acta Societatis Medicorum Upsaliensis. Supplementum	332130	Acta Soc Med Ups Suppl	XXXX-XXXX
18672	Cahiers de medecine inter professionnelle	314571	Cah Med Inter Prof	0007-9936
18673	Revista de la sanidad de policia	313135	Rev Sanid Polic	XXXX-XXXX
18674	The Indian journal of pharmacy	262422	Indian J Pharm	0019-5472
18675	Rehabilitation	257746	Rehabilitation	0034-3528
18676	Anais da Faculdade de Medicina de Porto Alegre	256550	An Fac Med Porto Alegre	0365-205X
18677	Internationales Archiv fur Gewerbepathologie und Gewerbehygiene	251374	Int Arch Gewerbepathol Gewerbehyg	XXXX-XXXX
18678	Proceedings. Animal Care Panel (U.S.)	243753	Proc Anim Care Panel	0097-076X
18679	Brasil-medico	243300	Bras Med	0006-9205
18680	Alabama dental review	242776	Ala Dent Rev	0516-3927
18681	Advances in carbohydrate chemistry	240536	Adv Carbohydr Chem	XXXX-XXXX
18682	Biologicke listy	234431	Biol Listy	0366-0486
18683	Journal of speech and hearing disorders. Monograph supplement	234123	J Speech Hear Disord Monogr Suppl	XXXX-XXXX
18684	Berliner Medizin	233261	Berl Med	XXXX-XXXX
18685	"Excerpta medica. Section 28, Urology and nephrology"	217101	Excerpta Med (Urol)	0014-4320
18686	Zeitschrift fur Tuberkulose	216146	Z Tuberk	XXXX-XXXX
18687	Omnia medica	212412	Omnia Med	XXXX-XXXX
18688	Omnia therapeutica. Supplemento	212477	Omnia Ther Suppl	XXXX-XXXX
18689	Harofe haivri. The Hebrew medical journal	212157	Harofe Haivri Heb Med J	XXXX-XXXX
18690	Medical world	211170	Med World (Lond)	0025-7621
18691	Minerva farmaceutica	205061	Minerva Farm	XXXX-XXXX
18692	Pediatricke listy	204303	Pediatr Listy	XXXX-XXXX
18693	Revista Goiana de medicina	204311	Rev Goiana Med	0034-9585
18694	Revue de pathologie generale et de physiologie clinique	204313	Rev Pathol Gen Physiol Clin	XXXX-XXXX
18695	World-wide abstracts of general medicine	202411	World Wide Abstr Gen Med	XXXX-XXXX
18696	Saint-Luc medical. Sint-Lucas tijdschrift	200142	St Luc Med	0036-3057
18697	"Excerpta medica. Section 20, Gerontology and geriatrics"	200321	Excerpta Medica 20 Gerontol Geriatr	0014-424X
18698	"Excerpta medica. Section 12, Ophthalmology"	175372	Excerpta Med (Ophthalmol)	0014-4169
18699	"Excerpta medica. Section 13, Dermatology and venereology"	175373	Excerpta Med (Dermatol)	0014-4177
18700	Feuillets du praticien	174345	Feuill Prat	0426-0627
18701	The Journal of periodontology	173665	J Periodontol	1049-8885
18702	Jornal brasileiro de medicina	173113	J Bras Med	0047-2077
18703	Langenbecks Archiv fur klinische Chirurgie ... vereinigt mit Deutsche Zeitschrift fur Chirurgie	171206	Langenbecks Arch Klin Chir Ver Dtsch Z Chir	XXXX-XXXX
18704	Novosti meditsinskoi tekhniki	170774	Nov Med Tekh	0546-8655
18705	The Bulletin of the Yamaguchi Medical School	170721	Bull Yamaguchi Med Sch	0513-1812
18706	Vita humana. Internationale Zeitschrift fur Lebensaltersforschung. International journal of human development. Journal international de developpement humain	166302	Vita Hum Int Z Lebensalterforsch	XXXX-XXXX
18707	Revue francaise de gerontologie	166060	Rev Fr Gerontol	0035-2896
18708	Journal of cellular and comparative physiology	165540	J Cell Comp Physiol	0095-9898
18709	Tokyo igaku. The Tokyo journal of medical sciences	165106	Tokyo Igaku	0285-6131
18710	Kiyo. [Reports]. Kyoto Daigaku. Kekkaku Kenkyusho	157752	Kyoto Daigaku Kekkaku Kenkyusho Kiyo	0452-9839
18711	"Voprosy elektropatologii, elektrotravmatizma i elektrobezopasnosti"	156503	Vopr Elektropatol Elektrotravmatizma Elektrobezop	XXXX-XXXX
18712	Current problems of Soviet medicine	155012	Curr Probl Sov Med	XXXX-XXXX
18713	Gan. Gann; the Japanese journal of cancer research	151745	Gan	XXXX-XXXX
18714	The New York physician	150004	N Y Physician	XXXX-XXXX
18715	Meddelanden fran Flyg- och navalmedicinska namnden. Statens namnd for flyg- och navalmedicinsk forsknings- och forsoksverksamhet	150176	Medd Flyg Navalmed Namnd Statens Namnd For Flyg Navalmed Forsk Forsoksvererksamhet	XXXX-XXXX
18716	Chemotherapia	144510	Chemotherapia (Basel)	0366-7170
18717	Rinsho naika shonika. Internal medicine and pediatrics	143636	Rinsho Naika Shonika Intern Med	XXXX-XXXX
18718	Lietuvos TSR aukstuju mokyklu mokslo darbai: Biologija	142735	Liet Tsr Aukst Mokyklu Mokslo Darb	0459-3383
18719	Medical science	142012	Med Sci	XXXX-XXXX
18720	Rodo kagaku. The Journal of science of labour	140205	Rodo Kagaku	0022-443X
18721	Bulletin de microscopie appliquee	137461	Bull Micr Appl	XXXX-XXXX
18722	Bulletin. Tufts-New England Medical Center	134743	Bull Tufts N Engl Med Cent	XXXX-XXXX
18723	Folia psychiatrica	132463	Folia Psychiatr	XXXX-XXXX
18724	L' Annee therapeutique	123166	Annee Ther	XXXX-XXXX
18725	Radiologia	120775	Radiologia	0033-8338
18726	Israel medical journal	117447	Isr Med J	0368-0150
18727	Acta medica Vietnamica	116720	Acta Med Vietnam	0001-6144
18728	Anais brasileiros de dermatologia e sifilografia	116747	An Bras Derm Sifilogr	XXXX-XXXX
18729	Dermatologia tropica et ecologica geographica	112140	Dermatol Trop Ecol Geogr	XXXX-XXXX
18730	The Veterinary bulletin	111277	Vet Bull	0042-4854
18731	Technical documentary report; AAL-TDR. Arctic Aeromedical Laboratory (U.S.)	106600	Tech Doc Rep Arct Aeromed Lab US	XXXX-XXXX
18732	Jornal brasileiro de neurologia	77540	J Bras Neurol	0021-7514
18733	Radiologia interamericana	76155	Radiol Interam	XXXX-XXXX
18734	Spitalul	72026	Spitalul	0038-7673
18735	Proceedings. Chemical Society (Great Britain)	71570	Proc Chem Soc	XXXX-XXXX
18736	Fysiatricky vestnik. Ceskoslovenska fysiatricka spolecnost v Praze	71530	Fysiatr Vestn Cesk Fysiatr Spol	0016-3368
18737	Le Nourrisson	70765	Nourrisson	XXXX-XXXX
18738	Journal of neuropsychiatry	70073	J Neuropsychiatr	XXXX-XXXX
18739	Mises au point de l'accoucheur et du pediatre	67713	Mises Point Accouch Pediatre	XXXX-XXXX
18740	Biblioteka Higijenskog instituta NR Srbije	64720	Bibl Hig Instituta NR Srb	XXXX-XXXX
18741	Veterinaria	64270	Veterinaria v2	XXXX-XXXX
18742	Der Praktische Arzt	60366	Prakt Arzt	0048-5128
18743	Higiene	60440	Higiene	0437-4495
18744	Revista argentina de urologia	55564	Rev Argent Urol	XXXX-XXXX
18745	Actualites pharmaceutiques	43545	Actual Pharm	0515-3700
18746	Het Ziekenhuiswezen	35477	Ziekenhuiswezen	XXXX-XXXX
18747	"Journal of scientific & industrial research. C, Biological sciences"	34470	J Sci Ind Res (C)	0368-4229
18748	"Urologiia (Moscow, Russia : 1923)"	32351	Urol Mosc	XXXX-XXXX
18749	Tijdschrift Voor Tandheelkunde	32075	Tijdschr Tandheelkd	0920-6078
18750	Minerva fisioterapica e radiobiologica	31734	Minerva Fisioter Radiobiol	XXXX-XXXX
18751	Scientia pharmaceutica	26251	Sci Pharm	0036-8709
18752	Revista argentina de neurologia y psiquiatria	23573	Rev Argent Neurol Psiquiatr	XXXX-XXXX
18753	Berichte. Naturforschende Gesellschaft zu Freiburg i. B	20267	Ber Naturforsch Ges Freibg Br	XXXX-XXXX
18754	The Medical press	17457	Med Press	XXXX-XXXX
18755	Medica Britannica	17240	Med Br (Lond)	XXXX-XXXX
18756	Magyar noorvosok lapja	16262	Magy Noorv Lapja	0025-021X
18757	The Lahey Clinic bulletin	15312	Lahey Clin Bull	0099-815X
18758	The Journal of osteopathy	14167	J Osteopath (Kirksvill)	XXXX-XXXX
18759	Journal of abnormal and social psychology	14016	J Abnorm Soc Psychol	0096-851X
18760	The Hahnemannian	11622	Hahnemannian	0017-6621
18761	"Journal. Children's Asthma Research Institute and Hospital, Denver"	6601	J Child Asthma Res Inst Hosp Denver	XXXX-XXXX
18762	Comptes rendus des travaux du Laboratoire Carlsberg. Serie physiologique	4706	Cr Trav Lab Carlsberg Ser Physiol	XXXX-XXXX
18763	Annals of biochemistry and experimental medicine	2045	Ann Biochem Exp Med	0365-0642
18764	Annales d'hygiene et de medecine coloniales	1760	Ann Hyg Med Colon	XXXX-XXXX
18765	Transactions. American Urological Association. Western Section	1640	Trans West Sect Am Urol Assoc	XXXX-XXXX
18766	Journal of the American Physical Therapy Association	1556	J Am Phys Ther Assoc	XXXX-XXXX
18767	Heilkunde - Heilwege	254146	Heilkd Heilwege	XXXX-XXXX
18768	"Zentralblatt fur Verkehrs-Medizin, Verkehrs-Psychologie, Luft- und Raumfahrt-Medizin"	420116	Zentralbl Verkehrsmed Verkehrspsychol Luft Raumfahrtmed	0044-4286
18769	A.M.A. archives of internal medicine	14470100R	AMA Arch Intern Med	0888-2479
18770	A.M.A. archives of otolaryngology	14470140R	AMA Arch Otolaryngol	0096-6894
18771	Acta hepatologica	14530110R	Act Hepato	XXXX-XXXX
18772	Annales. Societe francaise d'angeiologie et d'histopathologie	14940110R	Ann Soc Angeiol Histopathologie	XXXX-XXXX
18773	Les Revues medicales normandes	20340470R	Rev Med Normandes	0035-4376
18774	Stanford medical bulletin	21010060R	Stanford Med Bull	0376-2602
18775	"Izvestiia Akademii nauk SSSR, Otdelenie khimicheskikh nauk"	7505545	Izv Akad Nauk Sssr Otdelenie Khim Nauk	XXXX-XXXX
18776	"Bulletin of the School of Medicine (Baltimore, Md.)"	7506995	Bull Sch Med Univ Md	1048-9614
18777	Comptes rendus des travaux du Laboratoire Carlsberg. Serie chimique	7706003	C R Trav Lab Carlsberg Chim	XXXX-XXXX
18778	St. Vincent's Hospital medical bulletin	8007707	ST Vincents Hosp Med Bull	0558-2385
18779	A.M.A. archives of ophthalmology	7706524	AMA Arch Ophthalmol	0096-6339
18780	Trudy Instituta biologii	7507612	Tr Inst Biol	0301-2387
18781	Travaux des Laboratoires de matiere medicale et de pharmacie galenique de la Faculte de pharmacie de Paris	7506134	Trav Lab Matiere Med Pharm Galenique Fac Pharm Paris	XXXX-XXXX
18782	Monatsschrift fur Unfallheilkunde und Versicherungsmedizin	7505680	Monatsschr Unfallheilkd Versicherungsmed	0373-5222
18783	Archivos de la Sociedad de Cirujanos de Chile	7505225	Arch Soc Cir Chile	XXXX-XXXX
18784	Boletim (Academia Nacional de Medicina (Brazil))	7504608	Bol Acad Nac Med	0001-3838
18785	Journal of the South African Logopedic Society	7503121	J S Afr Logop Soc	0081-2471
18786	Journal of the American College of Neuropsychiatrists	7503058	J Am Coll Neuropsychiatr	0517-0613
18787	Anales del Instituto Barraquer	7502515	An Inst Barraquer	0020-3645
18788	Zeitschrift fur Psycho-somatische Medizin	21810110R	Z Psychosom Med	XXXX-XXXX
18789	Zeitschrift fur Zellforschung und Mikroskopische Anatomie. Abteilung Histochemie	21810220R	Z Zellforch Microsk Anat Histochem	0340-0239
18790	Zeitschrift fur induktive Abstammungs- und Vererbungslehre	21740110R	Z Indukt Abstamm Vererbungsl	0372-901X
18791	Der Tuberkulosearzt	21330340R	Tuberkulosearzt	XXXX-XXXX
18792	Tuberkulozis kerdesei	21330390R	Tuberk Kerdesei	XXXX-XXXX
18793	Texas journal of pharmacy	21130570R	Tex J Pharm	XXXX-XXXX
18794	Der Sportarzt vereinigt mit Sportmedizin	20940110R	Sportarzt Ver Sportmed	XXXX-XXXX
18795	South African journal of clinical science. Suid-Afrikaanse tydskrif vir kliniese wetenskap	20920140R	S Afr J Clin Sci	XXXX-XXXX
18796	Seara medica	20710060R	Seara Med	XXXX-XXXX
18797	Schweizerische Zeitschrift fur Pathologie und Bakteriologie. Revue suisse de pathologie et de bacteriologie	20630440R	Schweiz Z Pathol Bakteriol	XXXX-XXXX
18798	Takamine Kenkyujo nenpo The Annual report of Takamine Laboratory. Sankyo Kabushiki Kaisha. Takamine Kenkyujo	20540700R	Takamine Kenkyusho Nenpo	XXXX-XXXX
18799	Rozhledy v tuberkulose	20441050R	Rozhl Tuberk	XXXX-XXXX
18800	Revista medica del Hospital Central del Empleado	20240350R	Rev Med Hosp Cent Empl	XXXX-XXXX
18801	Revista medica da aeronautica	20240110R	Rev Med Aeron	XXXX-XXXX
18802	Revista de urologia	20220670R	Rev Urol (Mex)	XXXX-XXXX
18803	Rassegna di medicina industriale e di igiene del lavoro	20020370R	Rass Med Ind Ig Lav	0370-6249
18804	Rassegna medica	20020460R	Rass Medica	XXXX-XXXX
18805	"Radioterapia, radiobiologia e fisica medica"	20020080R	Radioter Radiobiol Fis Medica	XXXX-XXXX
18806	The Physical therapy review	19620720R	Phys Ther Rev v2	0735-7435
18807	L'Odontologie	19320310R	Odontologie	XXXX-XXXX
18808	Neurologie a psychiatrie ceskoslovenska	19020140R	Neurol Psychiatr Ceskoslov	XXXX-XXXX
18809	Monatshefte fur Tierheilkunde	18750330R	Monatsh Tierheilkd	XXXX-XXXX
18810	Mississippi Valley medical journal	18730540R	Miss Valley Med J	0096-5480
18811	Medico Boehringer: overseas ed	18610690R	Med Bohringer (Overseas)	XXXX-XXXX
18812	The Medical journal of the South-West	18520390R	Med J Southwest	0369-0458
18813	Journal of psychiatric social work	17940070R	J Psychiatr Soc Work	XXXX-XXXX
18814	Journal of social hygiene	17940220R	J Soc Hyg	XXXX-XXXX
18815	Le Journal dentaire belge. Belgisch blad voor tandheelkunde	17820240R	J Dent Belge	XXXX-XXXX
18816	Journal d'urologie medicale et chirurgicale	17820300R	J Urol Medicale Chir	0368-4679
18817	Acta physiotherapica et rheumatologica Belgica	17810470R	Acta Physiother Rheumatol Belg	XXXX-XXXX
18818	Giornale di batteriologia e immunologia	17130390R	G Batteriol Immunol	XXXX-XXXX
18819	Bulletin. Georgetown University. Medical Center	17120080R	Bull Georgetown Univ Med Cent	XXXX-XXXX
18820	"Folia psychiatrica, neurologica et neurochirurgica Neerlandica"	16940420R	Folia Psychiatr Neurol Neurochir Neerl	XXXX-XXXX
18821	Drug standards	16640280R	Drug Stand	XXXX-XXXX
18822	Cerebral palsy bulletin	16110470R	Cereb Palsy Bull	XXXX-XXXX
18823	Ceskoslovenska nemocnice	16120060R	Ceskoslov Nemocnice	XXXX-XXXX
18824	Canadian journal of medical sciences	16030020R	Can J Med Sci	0316-4403
18825	Beitrage zur klinischen Chirurgie	15510240R	Beitr Klin Chir	XXXX-XXXX
18826	Archivos cubanos de cancerologia	15230090R	Arch Cuba Cancerol	XXXX-XXXX
18827	Archivos de medicina infantil	15230260R	Arch Med Infant	XXXX-XXXX
18828	"Archivio italiano di dermatologia, sifilografia, e venereologia"	15220190R	Arch Ital Dermatol Sifilogr Venereol	XXXX-XXXX
18829	Archives of physical medicine	15210200R	Arch Phys Med	0096-6622
18830	Archives de stomatologie	15140170R	Arch Stomatol	XXXX-XXXX
18831	Annales belges de medecine militaire. Belgisch tijdschrift voor militaire geneeskunde	14940340R	Ann Belg Med Mil	XXXX-XXXX
18832	Acta psychiatrica et neurologica Scandinavica. Supplementum	14610180R	Acta Psychiatr Neurol Scand Suppl	0365-5067
18833	Acta paediatrica. Supplementum	14540280R	Acta Paediatr Suppl v2	0365-5741
18834	Revista de cirugia	1274040	Rev Cir (Mex)	XXXX-XXXX
18835	Archivos argentinos de tisiologia y neumonologia	417511	Arch Argent Tisiol Neumonol	0004-0509
18836	Revista cubana de pediatria	417464	Rev Cubana Pediatr	0034-7531
18837	Guy's Hospital gazette	416610	Guys Hosp Gaz	0017-5870
18838	University of Toronto medical journal	413577	Univ Toronto Med J	0042-0239
18839	Shonika kiyo. Annales paediatrici Japonici	413572	Shonika Kiyo	0003-4495
18840	Revue du rhumatisme	407210	Rev Rhum	0301-8474
18841	Revista de sanidad militar	407203	Rev Sanid Milit	0301-696X
18842	Cincinnati journal of medicine	405365	Cinci J Med	0009-6873
18843	Settimana medica	404406	Settim Med	0037-2927
18844	Anesthesie et analgesie	404020	Anesth Anal	0301-4452
18845	Minerva dietologica	400727	Minerva Dietol	0026-475X
18846	Aerzteblatt Rheinland-Pfalz	376663	Arztebl Rheinl Pfalz	0001-9488
18847	Meditsinskii zhurnal Uzbekistana	376636	Med Zh Uzb	0025-830X
18848	Internationale Zeitschrift fur Vitaminforschung. Beiheft	331132	Int Z Vitaminforsch Beih	XXXX-XXXX
18849	Boletim do Instituto de Puericultura	262147	Bol Inst Pueric	XXXX-XXXX
18850	Lectures on the scientific basis of medicine	243575	Lect Sci Basis Med	XXXX-XXXX
18851	"Journal of oral surgery, anesthesia, and hospital dental service"	234122	J Oral Surg Anesth Hosp Dent Serv	0095-9618
18852	Infanzia anormale	220203	Infanz Anorm	XXXX-XXXX
18853	Hifu to hinyo. The Dermatology and urology	213157	Hifu To Hinyo Dermatol Urol	XXXX-XXXX
18854	"Excerpta medica. Section 15, Chest diseases"	200317	Excerpta Medica 15 Chest Dis	XXXX-XXXX
18855	The Osteopathic profession	161312	Osteopath Prof	0191-4324
18856	Fortschritte der psychosomatischen Medizin. Advances in psychosomatic medicine	143116	Fortschr Psychosom Med	XXXX-XXXX
18857	Zeitschrift fur die gesamte experimentelle Medizin	142427	Z Gesamte Exp Med	XXXX-XXXX
18858	Archivio di chirurgia del torace	135734	Archivio Chir Torace	XXXX-XXXX
18859	Bulletin. New England Medical Center	134742	Bull New Engl Med Cent	XXXX-XXXX
18860	Henry Ford Hospital medical bulletin	124331	Henry Ford Hosp Med Bull	XXXX-XXXX
18861	Arquivos. Instituto Brasileiro para Investigacao da Tuberculose	112531	Arq Inst Bras Invest Tubers	XXXX-XXXX
18862	Acta Belgica de arte medicinali et pharmaceutica militari	63222	Acta Belg Arte Med Pharm Mil	XXXX-XXXX
18863	Toulouse medical	35523	Toulouse Med	0372-042X
18864	Mitteilungen aus dem Gebiete der Lebensmittel-untersuchung un Hygiene = Travaux de chimie alimentaire et d'hygiene	17767	Mitt Geb Lebensmittelunters Hyg	0026-6841
18865	Bulletin of gastrointestinal endoscopy	4334	Bull Gastrointest Endosc	1051-7472
18866	Acta psychotherapeutica et psychosomatica	220	Acta Psychother Psychosom	0365-5822
18867	A.M.A. archives of dermatology	14470050R	AMA Arch Derm	0096-5359
18868	Journal. Royal Sanitary Institute (Great Britain)	20440840R	J R Sanit Inst	XXXX-XXXX
18869	Student medicine	21020150R	Stud Med	XXXX-XXXX
18870	Anales del Instituto de Investigaciones Veterinarias	7505191	An Inst Invest Vet	0365-3536
18871	Bulletins et memoires de la Faculte mixte de medecine et de pharmacie de Dakar	7505420	Bull Mem Fac Mixte Med Pharm Dakar	XXXX-XXXX
18872	Mundo Medico	9427816	Mundo Med	XXXX-XXXX
18873	Nova acta stomatologica	19220700R	Nova Acta Stomatol	XXXX-XXXX
18874	El Medico practico	18620270R	Med Pract	XXXX-XXXX
18875	Publications in psychology. University of California (1868-1952)	16020300R	Publ Psychol	XXXX-XXXX
18876	Curso Internacional de Oftalmologia. Curso Internacional de Oftalmologia	24010050R	Curso Int Oftalmol	XXXX-XXXX
18877	Accademia medica	14510510R	Accad Medica	XXXX-XXXX
18878	Hellenike iatrike	373002	Hell Iatr	0258-2694
18879	Hamburger Arzteblatt	17230310R	Hamb Arztebl	0017-6915
18880	L' Information medicale et paramedicale	370757	Inf Med Paramed (Montreal)	0020-014X
18881	Ronenbyo. [Geriatrics]	145070	Ronenbyo	0216-0951
18882	Ochsner Clinic reports	19310720R	Ochsner Clin Rep	XXXX-XXXX
18883	Odontologica	19320290R	Odontologica	XXXX-XXXX
18884	Voprosy patologii serdechno-sosudistoi sistemy	21540250R	Vopr Patol Serdechno Sosud Sist	XXXX-XXXX
18885	Travaux de la Societe de pharmacie de Montpellier	7507562	Trav Soc Pharm Montp	0037-9115
18886	Revue de medecine et d'hygiene d'Outre-Mer	137557	Rev Med Hyg Outre Mer	XXXX-XXXX
18887	"Athena; rassegna mensile di biologia, clinica e terapia"	370611	Athena	XXXX-XXXX
18888	A Crianca portuguesa	401041	Crianca Port	XXXX-XXXX
18889	[Gencho Hiroshima igaku] The Hiroshima medical journal	17110180R	Gencho Hiroshima Igaku	XXXX-XXXX
18890	Gazette des hopitaux civils et militaires de l'Empire ottoman	9427844	Gaz Hop Civ Mil Empire Ottoman	XXXX-XXXX
18891	Revista iberica de parasitologia	9427296	Rev Iber Parasitol	0034-9623
18892	Nihon Eiyo Shokuryo Gakkai shi = Nippon Eiyo Shokuryo Gakkaishi = Journal of Japanese Society of Nutrition and Food Science	9318973	Nihon Eiyo Shokuryo Gakkai Shi	0287-3516
18893	"Archivos de medicina interna (Montevideo, Uruguay)"	9203134	Arch Med Intern	0250-3816
18894	Revue de medecine psychosomatique (1985)	8712300	Rev Med Psychosom	0298-3850
18895	Forschung und Fortbildung in der Chirurgie des Bewegungsapparates	8408562	Forsch Fortbild Chir Bewegungsappar	XXXX-XXXX
18896	Anais da Faculdade de Medicina do Recife	7806485	An Fac Med Recife	XXXX-XXXX
18897	Orthopaedic audio-synopsis continuing medical education	7604410A	Orthop Audiosynop Contin Med Educ	0093-7738
18898	Trudy Leningradskogo sanitarno-gigienicheskogo meditsinskogo instituta	7507643	Tr Leningr Sanitarnogig Med Inst	0371-9367
18899	Rendiconti - Istituto superiore di sanita	7507425	Rend Ist Sup Sanit	0370-5811
18900	Boletin de la Sociedad Valenciana de Pediatria	7506937	Bol Soc Valencia Pediatr	0489-3824
18901	Transactions - American Society of Ophthalmologic and Otolaryngologic Allergy	7506089	Trans Am Soc Ophthalmol Otolaryngol Allergy	0066-0655
18902	Journal of the Association of Medical Illustrators	7503072	J Assoc Med Illus	0098-8456
18903	Journal - Newark Beth Israel Hospital	7503040	J Newark Beth Isr Hosp	0549-0650
18904	Problemi na onkologiiata	7502161	Probl Onkol	0323-9209
18905	Progresos de pediatria y puericultura	60030180R	Prog Pediatr Pueric	0033-0515
18906	I. C. R. S. medical reports	59430280R	ICRS Med Rep	XXXX-XXXX
18907	Giornale di biochimica	2985106R	G Biochim	0434-0272
18908	Postgraduate seminar. American Urological Association. North Central Section	23610900R	Postgrad Semin Am Urol Assoc North Cent	XXXX-XXXX
18909	"WADC technical report. United States. Air Force. Wright Air Development Center, Dayton, Ohio"	22420090R	WADC Tech Rep United States Air Force Wright Air Dev Cent Day Ohio	XXXX-XXXX
18910	"[Report no.] NAEC-ACEL-. United States. Aerospace Crew Equipment Laboratory, Philadelphia"	22420180R	Rep No NAEC ACEL United States Aerosp Crew Equip Lab Phila	XXXX-XXXX
18911	"Wiener Beitrage zur Hals-, Nasen- und Ohrenheilkunde"	21620760R	Wien Beitr Hals Nasen Ohrenheilkd	XXXX-XXXX
18912	United States Armed Forces medical journal	21410750R	U S Armed Forces Med J	0566-0777
18913	"Internationale Zeitschrift fur physikalische Medizin und Rehabilitation, mit Zentralblatt fur die gesamte Rehabilitation"	21350220R	Int Z Phys Med Rehabil	XXXX-XXXX
18914	[Zasshi] Tokyo Jikeikai medical journal. Tokyo Jikeikai Ika Daigaku	21220300R	Tokyo Jikeikai Ika Daigaku Zasshi	0375-9172
18915	"Studies from the Tokugawa Institute. Tokugawa Seibutsugaku Kenkyusho, Tokyo"	21220180R	Stud Tokugawa Inst	XXXX-XXXX
18916	Atti della Societa italiana di dermatologia e sifilografia e delle sezioni interprovinciali. Societa italiana di dermatologia e sifilografia	20820760R	Soc Ital Dermatol Sifilogr Sezioni Interprov Soc Ital Dermatol Sifilogr	XXXX-XXXX
18917	Skin	20740650R	Skin (Los Angeles)	0560-2076
18918	Scientia genetica; periodico di genetica per i paesi latini	20640150R	Sci Genet	XXXX-XXXX
18919	Annual report of the Council. Royal Society of Health (Great Britain)	20440830R	Annu Rep R Soc Promot Health	XXXX-XXXX
18920	"Bulletin. Roslyn, N. Y. St. Francis Hospital and Sanatorium for Cardiac Children"	20440140R	Heart Cent Bull (Roslyn)	XXXX-XXXX
18921	Revista medica do sul de Minas	20240440R	Rev Medica Minas	XXXX-XXXX
18922	Revista clinica de Sao Paulo	20140390R	Rev Clin Sao Paulo	XXXX-XXXX
18923	Regensburger Jahrbuch fur arztliche Fortbildung	20040740R	Regensb Jahrb Arztl Fortbild	XXXX-XXXX
18924	Pinheiros terapeutico	19630410R	Pinheiros Ter	XXXX-XXXX
18925	Die Pharmazeutische Industrie	19610500R	Pharm Ind	0031-711X
18926	Pediatria de las Americas	19530270R	Pediatr Am	XXXX-XXXX
18927	[Nihon iji shinpo] = Japanese medical journal	19130030R	Jpn Med J	0385-9215
