vpdmfId	viewType	locked	vpdmfLabel	vpdmfUri	namespace	thumbnail	indexTuple
19935	.Journal.%	\N	Clin Otolaryngol.	\N	\N	\N	Clin Otolaryngol.
19936	.Journal.%	\N	Zool. Pol..	\N	\N	\N	Zool. Pol..
19937	.Journal.%	\N	IEEE Sens J.	\N	\N	\N	IEEE Sens J.
19938	.Journal.%	\N	Materwiss Werksttech.	\N	\N	\N	Materwiss Werksttech.
19939	.Journal.%	\N	J Minim Invasive Gynecol.	\N	\N	\N	J Minim Invasive Gynecol.
19940	.Journal.%	\N	Int J Inj Contr Saf Promot.	\N	\N	\N	Int J Inj Contr Saf Promot.
19941	.Journal.%	\N	Ann. Limnol..	\N	\N	\N	Ann. Limnol..
19942	.Journal.%	\N	Clin Transl Oncol.	\N	\N	\N	Clin Transl Oncol.
19943	.Journal.%	\N	Bull. Insectology.	\N	\N	\N	Bull. Insectology.
19944	.Journal.%	\N	Netw Res Triangle Park N C.	\N	\N	\N	Netw Res Triangle Park N C.
19945	.Journal.%	\N	Zhonghua Er Bi Yan Hou Tou Jing Wai Ke Za Zhi.	\N	\N	\N	Zhonghua Er Bi Yan Hou Tou Jing Wai Ke Za Zhi.
19946	.Journal.%	\N	Med Mol Morphol.	\N	\N	\N	Med Mol Morphol.
19947	.Journal.%	\N	Indian J Med Microbiol.	\N	\N	\N	Indian J Med Microbiol.
19948	.Journal.%	\N	Tropics.	\N	\N	\N	Tropics.
19949	.Journal.%	\N	Fern Gaz..	\N	\N	\N	Fern Gaz..
19950	.Journal.%	\N	Eur J Med Genet.	\N	\N	\N	Eur J Med Genet.
19951	.Journal.%	\N	Lebensm. Wiss. Technol..	\N	\N	\N	Lebensm. Wiss. Technol..
19952	.Journal.%	\N	Am. Midl. Nat..	\N	\N	\N	Am. Midl. Nat..
19953	.Journal.%	\N	Infancy.	\N	\N	\N	Infancy.
19954	.Journal.%	\N	Alcohol Treat Q.	\N	\N	\N	Alcohol Treat Q.
19955	.Journal.%	\N	J Fam Nurs.	\N	\N	\N	J Fam Nurs.
19956	.Journal.%	\N	Drugs Future.	\N	\N	\N	Drugs Future.
19957	.Journal.%	\N	Acta Crystallogr. Sect. F Struct. Biol. Cryst. Commun..	\N	\N	\N	Acta Crystallogr. Sect. F Struct. Biol. Cryst. Commun..
19958	.Journal.%	\N	Appl Eng Agric.	\N	\N	\N	Appl Eng Agric.
19959	.Journal.%	\N	Polym. Degrad. Stab..	\N	\N	\N	Polym. Degrad. Stab..
19960	.Journal.%	\N	Gong Ye Wei Sheng Wu.	\N	\N	\N	Gong Ye Wei Sheng Wu.
19961	.Journal.%	\N	Re Dai Yi Xue Za Zhi.	\N	\N	\N	Re Dai Yi Xue Za Zhi.
19962	.Journal.%	\N	Indian J. Microbiol..	\N	\N	\N	Indian J. Microbiol..
19963	.Journal.%	\N	Proc (Bayl Univ Med Cent).	\N	\N	\N	Proc (Bayl Univ Med Cent).
19964	.Journal.%	\N	Waterbirds.	\N	\N	\N	Waterbirds.
19965	.Journal.%	\N	Helminthologia.	\N	\N	\N	Helminthologia.
19966	.Journal.%	\N	J Oral Biosci.	\N	\N	\N	J Oral Biosci.
19967	.Journal.%	\N	Ghana Soc Sci J.	\N	\N	\N	Ghana Soc Sci J.
19968	.Journal.%	\N	HIV AIDS Policy Law Rev.	\N	\N	\N	HIV AIDS Policy Law Rev.
19969	.Journal.%	\N	Chem Analityczna.	\N	\N	\N	Chem Analityczna.
19970	.Journal.%	\N	J Child Fam Stud.	\N	\N	\N	J Child Fam Stud.
19971	.Journal.%	\N	Philos Trans Phys Sci Eng.	\N	\N	\N	Philos Trans Phys Sci Eng.
19972	.Journal.%	\N	Stat Appl Genet Mol Biol.	\N	\N	\N	Stat Appl Genet Mol Biol.
19973	.Journal.%	\N	Biofilms.	\N	\N	\N	Biofilms.
19974	.Journal.%	\N	Chemtracts.	\N	\N	\N	Chemtracts.
19975	.Journal.%	\N	Biol. Bull. Russ. Acad. Sci..	\N	\N	\N	Biol. Bull. Russ. Acad. Sci..
19976	.Journal.%	\N	Clin Adv Hematol Oncol.	\N	\N	\N	Clin Adv Hematol Oncol.
19977	.Journal.%	\N	J Integr Plant Biol.	\N	\N	\N	J Integr Plant Biol.
19978	.Journal.%	\N	Purinergic Signal..	\N	\N	\N	Purinergic Signal..
19979	.Journal.%	\N	BMC Vet. Res..	\N	\N	\N	BMC Vet. Res..
19980	.Journal.%	\N	Watermark (Arch Libr Hist Health Sci).	\N	\N	\N	Watermark (Arch Libr Hist Health Sci).
19981	.Journal.%	\N	Clin Orthop.	\N	\N	\N	Clin Orthop.
19982	.Journal.%	\N	J Stat Plan Inference.	\N	\N	\N	J Stat Plan Inference.
19983	.Journal.%	\N	William Mary J Women Law.	\N	\N	\N	William Mary J Women Law.
19984	.Journal.%	\N	Margins (Baltim).	\N	\N	\N	Margins (Baltim).
19985	.Journal.%	\N	Sci Christ Belief.	\N	\N	\N	Sci Christ Belief.
19986	.Journal.%	\N	Leg Stud.	\N	\N	\N	Leg Stud.
19987	.Journal.%	\N	Loyola Consum Law Rev.	\N	\N	\N	Loyola Consum Law Rev.
19988	.Journal.%	\N	Leg Stud (Soc Leg Scholars).	\N	\N	\N	Leg Stud (Soc Leg Scholars).
19989	.Journal.%	\N	Cerebrum.	\N	\N	\N	Cerebrum.
19990	.Journal.%	\N	Ethik Med.	\N	\N	\N	Ethik Med.
19991	.Journal.%	\N	Adv. Synth. Catal..	\N	\N	\N	Adv. Synth. Catal..
19992	.Journal.%	\N	Sci Cult (Lond).	\N	\N	\N	Sci Cult (Lond).
19993	.Journal.%	\N	Indian J Med Ethics.	\N	\N	\N	Indian J Med Ethics.
19994	.Journal.%	\N	E Law.	\N	\N	\N	E Law.
19995	.Journal.%	\N	Ethics Inf Technol.	\N	\N	\N	Ethics Inf Technol.
19996	.Journal.%	\N	Leg Ethics.	\N	\N	\N	Leg Ethics.
19997	.Journal.%	\N	Columbia Sci Technol Law Rev.	\N	\N	\N	Columbia Sci Technol Law Rev.
19998	.Journal.%	\N	Common Law World Rev.	\N	\N	\N	Common Law World Rev.
19999	.Journal.%	\N	J World Intellect Prop.	\N	\N	\N	J World Intellect Prop.
20000	.Journal.%	\N	Zhongguo Shui Chan Ke Xue.	\N	\N	\N	Zhongguo Shui Chan Ke Xue.
20001	.Journal.%	\N	Contrib. Mar. Sci..	\N	\N	\N	Contrib. Mar. Sci..
20002	.Journal.%	\N	J Bioeth Inq.	\N	\N	\N	J Bioeth Inq.
20003	.Journal.%	\N	B-ENT.	\N	\N	\N	B-ENT.
20004	.Journal.%	\N	Kanzo.	\N	\N	\N	Kanzo.
20005	.Journal.%	\N	Oper Orthop Traumatol.	\N	\N	\N	Oper Orthop Traumatol.
20006	.Journal.%	\N	Acta Crystallogr Sect E Struct Rep Online.	\N	\N	\N	Acta Crystallogr Sect E Struct Rep Online.
20007	.Journal.%	\N	J. Appl. Bot. Food Qual..	\N	\N	\N	J. Appl. Bot. Food Qual..
20008	.Journal.%	\N	Basteria.	\N	\N	\N	Basteria.
20009	.Journal.%	\N	Diagn Pathol.	\N	\N	\N	Diagn Pathol.
20010	.Journal.%	\N	Cell Div.	\N	\N	\N	Cell Div.
20011	.Journal.%	\N	Int Breastfeed J.	\N	\N	\N	Int Breastfeed J.
20012	.Journal.%	\N	Pak J Pharm Sci.	\N	\N	\N	Pak J Pharm Sci.
20013	.Journal.%	\N	J Natl Compr Canc Netw.	\N	\N	\N	J Natl Compr Canc Netw.
20014	.Journal.%	\N	Eura Medicophys.	\N	\N	\N	Eura Medicophys.
20015	.Journal.%	\N	Physiother Theory Pract.	\N	\N	\N	Physiother Theory Pract.
20016	.Journal.%	\N	Neuropsychol Rehabil.	\N	\N	\N	Neuropsychol Rehabil.
20017	.Journal.%	\N	Psychiatr Hung.	\N	\N	\N	Psychiatr Hung.
20018	.Journal.%	\N	Scand J Occup Ther.	\N	\N	\N	Scand J Occup Ther.
20019	.Journal.%	\N	Tech Hand Up Extrem Surg.	\N	\N	\N	Tech Hand Up Extrem Surg.
20020	.Journal.%	\N	Hemodial Int.	\N	\N	\N	Hemodial Int.
20021	.Journal.%	\N	Niger J Clin Pract.	\N	\N	\N	Niger J Clin Pract.
20022	.Journal.%	\N	Res Sports Med.	\N	\N	\N	Res Sports Med.
20023	.Journal.%	\N	Curr Osteoporos Rep.	\N	\N	\N	Curr Osteoporos Rep.
20024	.Journal.%	\N	Curr Heart Fail Rep.	\N	\N	\N	Curr Heart Fail Rep.
20025	.Journal.%	\N	Chron Respir Dis.	\N	\N	\N	Chron Respir Dis.
20026	.Journal.%	\N	Clin Trials.	\N	\N	\N	Clin Trials.
20027	.Journal.%	\N	Proc Am Thorac Soc.	\N	\N	\N	Proc Am Thorac Soc.
20028	.Journal.%	\N	Nat Clin Pract Cardiovasc Med.	\N	\N	\N	Nat Clin Pract Cardiovasc Med.
20029	.Journal.%	\N	Nat Clin Pract Oncol.	\N	\N	\N	Nat Clin Pract Oncol.
20030	.Journal.%	\N	Nat Clin Pract Gastroenterol Hepatol.	\N	\N	\N	Nat Clin Pract Gastroenterol Hepatol.
20031	.Journal.%	\N	Dialogues Clin Neurosci.	\N	\N	\N	Dialogues Clin Neurosci.
20032	.Journal.%	\N	Cell Metab..	\N	\N	\N	Cell Metab..
20033	.Journal.%	\N	J. Ecol..	\N	\N	\N	J. Ecol..
20034	.Journal.%	\N	Second Opin (Chic).	\N	\N	\N	Second Opin (Chic).
20035	.Journal.%	\N	Schumannia.	\N	\N	\N	Schumannia.
20036	.Journal.%	\N	Egypt. J. Biotechnol..	\N	\N	\N	Egypt. J. Biotechnol..
20037	.Journal.%	\N	PLoS Pathog..	\N	\N	\N	PLoS Pathog..
20038	.Journal.%	\N	Magn Reson Med Sci.	\N	\N	\N	Magn Reson Med Sci.
20039	.Journal.%	\N	PLoS Comput. Biol..	\N	\N	\N	PLoS Comput. Biol..
20040	.Journal.%	\N	Cah. Biol. Mar..	\N	\N	\N	Cah. Biol. Mar..
20041	.Journal.%	\N	Semin Respir Crit Care Med.	\N	\N	\N	Semin Respir Crit Care Med.
20042	.Journal.%	\N	J. Arid Environ..	\N	\N	\N	J. Arid Environ..
20043	.Journal.%	\N	Mol. Syst. Biol..	\N	\N	\N	Mol. Syst. Biol..
20044	.Journal.%	\N	J. Trop. Biol. Conserv..	\N	\N	\N	J. Trop. Biol. Conserv..
20045	.Journal.%	\N	Jilin Nong Ye Da Xue Xue Bao.	\N	\N	\N	Jilin Nong Ye Da Xue Xue Bao.
20046	.Journal.%	\N	Behav Res Methods.	\N	\N	\N	Behav Res Methods.
20047	.Journal.%	\N	Phys Biol.	\N	\N	\N	Phys Biol.
20048	.Journal.%	\N	Clin Biochem Rev.	\N	\N	\N	Clin Biochem Rev.
20049	.Journal.%	\N	Zhi Wu Jian Yi.	\N	\N	\N	Zhi Wu Jian Yi.
20050	.Journal.%	\N	J. East Afr. Nat. Hist..	\N	\N	\N	J. East Afr. Nat. Hist..
20051	.Journal.%	\N	IAVI Rep.	\N	\N	\N	IAVI Rep.
20052	.Journal.%	\N	J Geriatr Phys Ther.	\N	\N	\N	J Geriatr Phys Ther.
20053	.Journal.%	\N	Curr HIV/AIDS Rep.	\N	\N	\N	Curr HIV/AIDS Rep.
20054	.Journal.%	\N	J Vis Commun Med.	\N	\N	\N	J Vis Commun Med.
20055	.Journal.%	\N	Karstenia.	\N	\N	\N	Karstenia.
20056	.Journal.%	\N	Ecol. Sci..	\N	\N	\N	Ecol. Sci..
20057	.Journal.%	\N	Primate Rep..	\N	\N	\N	Primate Rep..
20058	.Journal.%	\N	Gend Med.	\N	\N	\N	Gend Med.
20059	.Journal.%	\N	J Clin Sleep Med.	\N	\N	\N	J Clin Sleep Med.
20060	.Journal.%	\N	J Vis Impair Blind.	\N	\N	\N	J Vis Impair Blind.
20061	.Journal.%	\N	Lang Cogn Process.	\N	\N	\N	Lang Cogn Process.
20062	.Journal.%	\N	Synlett.	\N	\N	\N	Synlett.
20063	.Journal.%	\N	Neuropsychol Dev Cogn B Aging Neuropsychol Cogn.	\N	\N	\N	Neuropsychol Dev Cogn B Aging Neuropsychol Cogn.
20064	.Journal.%	\N	Organometallics.	\N	\N	\N	Organometallics.
20065	.Journal.%	\N	Res Hum Dev.	\N	\N	\N	Res Hum Dev.
20066	.Journal.%	\N	IEEE Pervasive Comput.	\N	\N	\N	IEEE Pervasive Comput.
20067	.Journal.%	\N	RNA Biol.	\N	\N	\N	RNA Biol.
20068	.Journal.%	\N	Nanotechnology.	\N	\N	\N	Nanotechnology.
20069	.Journal.%	\N	Soc Dev.	\N	\N	\N	Soc Dev.
20070	.Journal.%	\N	Afr J Med Med Sci.	\N	\N	\N	Afr J Med Med Sci.
20071	.Journal.%	\N	Sci. China Ser. D Earth Sci..	\N	\N	\N	Sci. China Ser. D Earth Sci..
20072	.Journal.%	\N	Mycol. Balc..	\N	\N	\N	Mycol. Balc..
20073	.Journal.%	\N	Theory Biosci..	\N	\N	\N	Theory Biosci..
20074	.Journal.%	\N	J. Korean Soc. Microbiol..	\N	\N	\N	J. Korean Soc. Microbiol..
20075	.Journal.%	\N	Neurocrit Care.	\N	\N	\N	Neurocrit Care.
20076	.Journal.%	\N	Rev Bras Parasitol Vet.	\N	\N	\N	Rev Bras Parasitol Vet.
20077	.Journal.%	\N	J Trauma Dissociation.	\N	\N	\N	J Trauma Dissociation.
20078	.Journal.%	\N	Cancer Imaging.	\N	\N	\N	Cancer Imaging.
20079	.Journal.%	\N	Zhonghua Wei Chang Wai Ke Za Zhi.	\N	\N	\N	Zhonghua Wei Chang Wai Ke Za Zhi.
20080	.Journal.%	\N	Curr Neurovasc Res.	\N	\N	\N	Curr Neurovasc Res.
20081	.Journal.%	\N	Beilstein J Org Chem.	\N	\N	\N	Beilstein J Org Chem.
20082	.Journal.%	\N	Int J Obes (Lond).	\N	\N	\N	Int J Obes (Lond).
20083	.Journal.%	\N	Reprod. Med. Biol..	\N	\N	\N	Reprod. Med. Biol..
20084	.Journal.%	\N	J NeuroAIDS.	\N	\N	\N	J NeuroAIDS.
20085	.Journal.%	\N	J Ethn Subst Abuse.	\N	\N	\N	J Ethn Subst Abuse.
20086	.Journal.%	\N	World Psychiatry.	\N	\N	\N	World Psychiatry.
20087	.Journal.%	\N	Geoderma.	\N	\N	\N	Geoderma.
20088	.Journal.%	\N	Ernahrungsforsch Ber Mitt.	\N	\N	\N	Ernahrungsforsch Ber Mitt.
20089	.Journal.%	\N	J. Nematode Morphol. System..	\N	\N	\N	J. Nematode Morphol. System..
20090	.Journal.%	\N	ACM Queue.	\N	\N	\N	ACM Queue.
20091	.Journal.%	\N	Hell J Nucl Med.	\N	\N	\N	Hell J Nucl Med.
20092	.Journal.%	\N	Cell. Mol. Immunol..	\N	\N	\N	Cell. Mol. Immunol..
20093	.Journal.%	\N	Br J Hosp Med (Lond).	\N	\N	\N	Br J Hosp Med (Lond).
20094	.Journal.%	\N	Regnum Veg..	\N	\N	\N	Regnum Veg..
20095	.Journal.%	\N	Pediatr Endocrinol Rev.	\N	\N	\N	Pediatr Endocrinol Rev.
20096	.Journal.%	\N	Hellenic J Cardiol.	\N	\N	\N	Hellenic J Cardiol.
20097	.Journal.%	\N	J Biomed Discov Collab.	\N	\N	\N	J Biomed Discov Collab.
20098	.Journal.%	\N	Philos Ethics Humanit Med.	\N	\N	\N	Philos Ethics Humanit Med.
20099	.Journal.%	\N	Subst Abuse Treat Prev Policy.	\N	\N	\N	Subst Abuse Treat Prev Policy.
20100	.Journal.%	\N	J. Appl. Entomol..	\N	\N	\N	J. Appl. Entomol..
20101	.Journal.%	\N	Tree Genet. Genomes.	\N	\N	\N	Tree Genet. Genomes.
20102	.Journal.%	\N	Implement Sci.	\N	\N	\N	Implement Sci.
20103	.Journal.%	\N	Biol. Direct.	\N	\N	\N	Biol. Direct.
20104	.Journal.%	\N	Clin Lymphoma Myeloma.	\N	\N	\N	Clin Lymphoma Myeloma.
20105	.Journal.%	\N	J. Avian Med. Surg..	\N	\N	\N	J. Avian Med. Surg..
20106	.Journal.%	\N	Cardiovasc Revasc Med.	\N	\N	\N	Cardiovasc Revasc Med.
20107	.Journal.%	\N	Acta Psychother Psychosom Orthopaedagog.	\N	\N	\N	Acta Psychother Psychosom Orthopaedagog.
20108	.Journal.%	\N	Med Sport Sci.	\N	\N	\N	Med Sport Sci.
20109	.Journal.%	\N	Stomatologija.	\N	\N	\N	Stomatologija.
20110	.Journal.%	\N	Hormones (Athens).	\N	\N	\N	Hormones (Athens).
20111	.Journal.%	\N	Acta Agric. Slov..	\N	\N	\N	Acta Agric. Slov..
20112	.Journal.%	\N	Am. J. Enol. Vitic..	\N	\N	\N	Am. J. Enol. Vitic..
20113	.Journal.%	\N	Zhongguo Nong Xue Tong Bao.	\N	\N	\N	Zhongguo Nong Xue Tong Bao.
20114	.Journal.%	\N	Sci Rep Ist Super Sanita.	\N	\N	\N	Sci Rep Ist Super Sanita.
20115	.Journal.%	\N	Aquac. Res..	\N	\N	\N	Aquac. Res..
20116	.Journal.%	\N	Nucleic Acids Symp Ser (Oxf).	\N	\N	\N	Nucleic Acids Symp Ser (Oxf).
20117	.Journal.%	\N	Handb Exp Pharmacol.	\N	\N	\N	Handb Exp Pharmacol.
20118	.Journal.%	\N	Zhongguo Zhen Jiu.	\N	\N	\N	Zhongguo Zhen Jiu.
20119	.Journal.%	\N	Vet Comp Orthop Traumatol.	\N	\N	\N	Vet Comp Orthop Traumatol.
20120	.Journal.%	\N	Pediatr Phys Ther.	\N	\N	\N	Pediatr Phys Ther.
20121	.Journal.%	\N	J Clin Rheumatol.	\N	\N	\N	J Clin Rheumatol.
20122	.Journal.%	\N	Heart Lung Circ.	\N	\N	\N	Heart Lung Circ.
20123	.Journal.%	\N	Expert Opin Drug Deliv.	\N	\N	\N	Expert Opin Drug Deliv.
20124	.Journal.%	\N	Expert Rev Med Devices.	\N	\N	\N	Expert Rev Med Devices.
20125	.Journal.%	\N	J Sex Med.	\N	\N	\N	J Sex Med.
20126	.Journal.%	\N	Nat. Chem. Biol..	\N	\N	\N	Nat. Chem. Biol..
20127	.Journal.%	\N	Palliat Support Care.	\N	\N	\N	Palliat Support Care.
20128	.Journal.%	\N	Diab Vasc Dis Res.	\N	\N	\N	Diab Vasc Dis Res.
20129	.Journal.%	\N	Sex Health.	\N	\N	\N	Sex Health.
20130	.Journal.%	\N	J Prev Med Public Health.	\N	\N	\N	J Prev Med Public Health.
20131	.Journal.%	\N	Nestle Nutr Workshop Ser Pediatr Program.	\N	\N	\N	Nestle Nutr Workshop Ser Pediatr Program.
20132	.Journal.%	\N	Med Image Comput Comput Assist Interv.	\N	\N	\N	Med Image Comput Comput Assist Interv.
20133	.Journal.%	\N	J Jew Med Ethics Halacha.	\N	\N	\N	J Jew Med Ethics Halacha.
20134	.Journal.%	\N	Shi Yong Jun Xue Bao.	\N	\N	\N	Shi Yong Jun Xue Bao.
20135	.Journal.%	\N	Subterr. Biol..	\N	\N	\N	Subterr. Biol..
20136	.Journal.%	\N	J. Biol. Sci. (Faisalabad).	\N	\N	\N	J. Biol. Sci. (Faisalabad).
20137	.Journal.%	\N	J Neurol Phys Ther.	\N	\N	\N	J Neurol Phys Ther.
20138	.Journal.%	\N	Verh. Int. Ver. Theor. Angew. Limnol..	\N	\N	\N	Verh. Int. Ver. Theor. Angew. Limnol..
20139	.Journal.%	\N	Ornithol. Monogr..	\N	\N	\N	Ornithol. Monogr..
20140	.Journal.%	\N	Trop Biomed.	\N	\N	\N	Trop Biomed.
20141	.Journal.%	\N	Mar. Ecol..	\N	\N	\N	Mar. Ecol..
20142	.Journal.%	\N	Laimburg J..	\N	\N	\N	Laimburg J..
20143	.Journal.%	\N	Hunan Nong Ye Da Xue Xue Bao.	\N	\N	\N	Hunan Nong Ye Da Xue Xue Bao.
20144	.Journal.%	\N	Pattern Recognit.	\N	\N	\N	Pattern Recognit.
20145	.Journal.%	\N	J Res Read.	\N	\N	\N	J Res Read.
20146	.Journal.%	\N	Soc Cogn.	\N	\N	\N	Soc Cogn.
20147	.Journal.%	\N	Pramana.	\N	\N	\N	Pramana.
20148	.Journal.%	\N	J Geogr Syst.	\N	\N	\N	J Geogr Syst.
20149	.Journal.%	\N	BFPP Bull. Fr. Peche Prot. Milieux Aquat..	\N	\N	\N	BFPP Bull. Fr. Peche Prot. Milieux Aquat..
20150	.Journal.%	\N	Mar. Biol. Res..	\N	\N	\N	Mar. Biol. Res..
20151	.Journal.%	\N	J Opt B Quantum Semiclassical Opt.	\N	\N	\N	J Opt B Quantum Semiclassical Opt.
20152	.Journal.%	\N	J Phys A Math Gen.	\N	\N	\N	J Phys A Math Gen.
20153	.Journal.%	\N	Inquiry (Oslo).	\N	\N	\N	Inquiry (Oslo).
20154	.Journal.%	\N	Cogn Process.	\N	\N	\N	Cogn Process.
20155	.Journal.%	\N	J Neurolinguistics.	\N	\N	\N	J Neurolinguistics.
20156	.Journal.%	\N	Cancer Ther.	\N	\N	\N	Cancer Ther.
20157	.Journal.%	\N	J Gay Lesbian Med Assoc.	\N	\N	\N	J Gay Lesbian Med Assoc.
20158	.Journal.%	\N	Newborn Infant Nurs Rev.	\N	\N	\N	Newborn Infant Nurs Rev.
20159	.Journal.%	\N	Inverse Probl.	\N	\N	\N	Inverse Probl.
20160	.Journal.%	\N	Asian J Control.	\N	\N	\N	Asian J Control.
20161	.Journal.%	\N	J Mach Learn Res.	\N	\N	\N	J Mach Learn Res.
20162	.Journal.%	\N	Environmetrics.	\N	\N	\N	Environmetrics.
20163	.Journal.%	\N	Focus Autism Other Dev Disabl.	\N	\N	\N	Focus Autism Other Dev Disabl.
20164	.Journal.%	\N	Philos Psychiatr Psychol.	\N	\N	\N	Philos Psychiatr Psychol.
20165	.Journal.%	\N	Shengwu Jishu Tongxun.	\N	\N	\N	Shengwu Jishu Tongxun.
20166	.Journal.%	\N	J Headache Pain.	\N	\N	\N	J Headache Pain.
20167	.Journal.%	\N	Cellscience.	\N	\N	\N	Cellscience.
20168	.Journal.%	\N	Bull. Biol. Soc. Wash..	\N	\N	\N	Bull. Biol. Soc. Wash..
20169	.Journal.%	\N	Braz J Otorhinolaryngol.	\N	\N	\N	Braz J Otorhinolaryngol.
20170	.Journal.%	\N	Semin Hear.	\N	\N	\N	Semin Hear.
20171	.Journal.%	\N	Clin Psychol Psychother.	\N	\N	\N	Clin Psychol Psychother.
20172	.Journal.%	\N	J Child Nutr Manag.	\N	\N	\N	J Child Nutr Manag.
20173	.Journal.%	\N	J Comput Electron.	\N	\N	\N	J Comput Electron.
20174	.Journal.%	\N	Policy Polit Nurs Pract.	\N	\N	\N	Policy Polit Nurs Pract.
20175	.Journal.%	\N	Phosphorus Sulfur Silicon Relat Elem.	\N	\N	\N	Phosphorus Sulfur Silicon Relat Elem.
20176	.Journal.%	\N	Ocean Sci. J..	\N	\N	\N	Ocean Sci. J..
20177	.Journal.%	\N	Q J Exp Psychol (Hove).	\N	\N	\N	Q J Exp Psychol (Hove).
20178	.Journal.%	\N	Bull. Mens. Soc. Linn. Lyon.	\N	\N	\N	Bull. Mens. Soc. Linn. Lyon.
20179	.Journal.%	\N	Evid Based Cardiovasc Med.	\N	\N	\N	Evid Based Cardiovasc Med.
20180	.Journal.%	\N	Plant Genet. Resour..	\N	\N	\N	Plant Genet. Resour..
20181	.Journal.%	\N	Zoos Print J..	\N	\N	\N	Zoos Print J..
20182	.Journal.%	\N	Rev Neurol Dis.	\N	\N	\N	Rev Neurol Dis.
20183	.Journal.%	\N	J Med Chem Biol Radiol Def.	\N	\N	\N	J Med Chem Biol Radiol Def.
20184	.Journal.%	\N	Recent Pat Cardiovasc Drug Discov.	\N	\N	\N	Recent Pat Cardiovasc Drug Discov.
20185	.Journal.%	\N	Surveill Soc.	\N	\N	\N	Surveill Soc.
20186	.Journal.%	\N	Int J Nanomedicine.	\N	\N	\N	Int J Nanomedicine.
20187	.Journal.%	\N	Sci Stud.	\N	\N	\N	Sci Stud.
20188	.Journal.%	\N	Scott J Crim Justice Stud.	\N	\N	\N	Scott J Crim Justice Stud.
20189	.Journal.%	\N	Lect Notes Monogr Ser.	\N	\N	\N	Lect Notes Monogr Ser.
20190	.Journal.%	\N	Cereal Res. Commun..	\N	\N	\N	Cereal Res. Commun..
20191	.Journal.%	\N	Afr. J. Mar. Sci..	\N	\N	\N	Afr. J. Mar. Sci..
20192	.Journal.%	\N	IEE Proc Nanobiotechnol.	\N	\N	\N	IEE Proc Nanobiotechnol.
20193	.Journal.%	\N	Curr Drug Discov Technol.	\N	\N	\N	Curr Drug Discov Technol.
20194	.Journal.%	\N	Int J Dent Hyg.	\N	\N	\N	Int J Dent Hyg.
20195	.Journal.%	\N	J Oncol Pharm Pract.	\N	\N	\N	J Oncol Pharm Pract.
20196	.Journal.%	\N	Cogn Neuropsychiatry.	\N	\N	\N	Cogn Neuropsychiatry.
20197	.Journal.%	\N	Electromagn Biol Med.	\N	\N	\N	Electromagn Biol Med.
20198	.Journal.%	\N	J Intellect Dev Disabil.	\N	\N	\N	J Intellect Dev Disabil.
20199	.Journal.%	\N	New Solut.	\N	\N	\N	New Solut.
20200	.Journal.%	\N	J Lesbian Stud.	\N	\N	\N	J Lesbian Stud.
20201	.Journal.%	\N	J Prev Interv Community.	\N	\N	\N	J Prev Interv Community.
20202	.Journal.%	\N	J Psychosoc Oncol.	\N	\N	\N	J Psychosoc Oncol.
20203	.Journal.%	\N	Front Oral Biol.	\N	\N	\N	Front Oral Biol.
20204	.Journal.%	\N	Prog Neurol Surg.	\N	\N	\N	Prog Neurol Surg.
20205	.Journal.%	\N	Nat Clin Pract Urol.	\N	\N	\N	Nat Clin Pract Urol.
20206	.Journal.%	\N	J Vasc Access.	\N	\N	\N	J Vasc Access.
20207	.Journal.%	\N	Afr J Tradit Complement Altern Med.	\N	\N	\N	Afr J Tradit Complement Altern Med.
20208	.Journal.%	\N	Zhongguo Dang Dai Er Ke Za Zhi.	\N	\N	\N	Zhongguo Dang Dai Er Ke Za Zhi.
20209	.Journal.%	\N	Cochlear Implants Int.	\N	\N	\N	Cochlear Implants Int.
20210	.Journal.%	\N	Conf Proc IEEE Eng Med Biol Soc.	\N	\N	\N	Conf Proc IEEE Eng Med Biol Soc.
20211	.Journal.%	\N	Consult Pharm.	\N	\N	\N	Consult Pharm.
20212	.Journal.%	\N	Crit Care Resusc.	\N	\N	\N	Crit Care Resusc.
20213	.Journal.%	\N	Eat Disord.	\N	\N	\N	Eat Disord.
20214	.Journal.%	\N	Ethiop J Health Sci.	\N	\N	\N	Ethiop J Health Sci.
20215	.Journal.%	\N	Health Informatics J.	\N	\N	\N	Health Informatics J.
20216	.Journal.%	\N	Mar Drugs.	\N	\N	\N	Mar Drugs.
20217	.Journal.%	\N	Musculoskeletal Care.	\N	\N	\N	Musculoskeletal Care.
20218	.Journal.%	\N	Niger J Physiol Sci.	\N	\N	\N	Niger J Physiol Sci.
20219	.Journal.%	\N	N Am Actuar J.	\N	\N	\N	N Am Actuar J.
20220	.Journal.%	\N	Ortop Traumatol Rehabil.	\N	\N	\N	Ortop Traumatol Rehabil.
20221	.Journal.%	\N	Sens Lett.	\N	\N	\N	Sens Lett.
20222	.Journal.%	\N	Turkiye Parazitol Derg.	\N	\N	\N	Turkiye Parazitol Derg.
20223	.Journal.%	\N	For. Stud. China.	\N	\N	\N	For. Stud. China.
20224	.Journal.%	\N	J. Liq. Chromatogr. Relat. Technol..	\N	\N	\N	J. Liq. Chromatogr. Relat. Technol..
20225	.Journal.%	\N	Jpn. Agric. Res. Q..	\N	\N	\N	Jpn. Agric. Res. Q..
