bmkegId	journalTitle	nlmId	abbr	ISSN
25255	Wijsgerig perspectief op maatschappij en wetenschap.	100970829	Wijsgerig Perspect Maatsch Wet	0043-5414
25256	"Voprosy istorii KPSS (Moscow, Russia)"	100970830	Vopr Istor KPSS	0320-8907
25257	Revue de l'Academie polonaise des sciences. Polska Akademia Nauk.	100970833	Rev Acad Pol Sci	0554-5641
25258	Revista de historia.	100970838	Rev Hist (Arg)	\N
25259	Revue de l'enseignement superieur.	100970840	Rev Enseign Super	0035-1407
25260	"Revista de dialectologia y tradiciones populares / Consejo Superior de Investigaciones Cientificas, Instituto Antonio de Nebrija, Seccion de Tradiciones Populares."	100970841	Rev Dialoctol Tradiciones Pop (Madrid)	0034-7981
25261	Wissenschaftliche Zeitschrift der Humboldt-Universitat zu Berlin. Gesellschafts- und sprachwissenschaftliche Reihe.	100970816	Wiss Z Humboldt Univ Berl (Ges Sprachwiss)	0522-9855
25262	Universitas (University of Ghana)	100970789	Universitas (Ghana)	0049-5530
25263	Ukrains'kyi istorychnyi zhurnal.	100970768	Ukr Istor Z	0130-5247
25264	"University of Wyoming publications (Laramie, Wyo."	100971127	Univ Wyo Publ	0084-3199
25265	Wissenschaftliche Zeitschrift der Wilhelm-Pieck-Universitat Rostock. Gesellschafts- und sprachwissenschaftliche Reihe.	100971133	Wiss Z Wilhelm Pieck Univ Rostock [Ges Sprachwiss]	0323-4630
25266	Soviet Union. Union sovietique.	100971053	Sov Union	0094-2863
25267	Archivio della Societa romana di storia patria.	100971055	Arch Soc Rom Stor Patria	\N
25269	Lychnos	100971246	Lychnos Lardomshist Samf Arsb	0076-1648
25270	Dh	100971250	Demogr Hist Bull Inf Soc	0997-0975
25271	Impulse.	100971272	Impulse (Sydney)	0729-1752
25272	Jahrbuch fur brandenburgische Landesgeschichte.	100971273	Jahrb Brandenbg Landesgesch	0447-2683
25273	PS.	100971282	PS (Wash DC)	0030-8269
25274	"Bulletin de la Classe des lettres et des sciences morales et politiques. Academie royale des sciences, des lettres et des beaux-arts de Belgique. Classe des lettres et des sciences morales et politiques."	100971258	Bull Cl Lett Sci Morales Polit	\N
25275	al-'Arabi.	100971259	Al-Arabi	\N
25276	Archaeology.	100971260	Archaeology	0003-8113
25277	Abhandlungen und Berichte (Deutsches Museum (Germany))	100971262	Abh Ber Dtsch Mus	0012-1339
25278	"Essays and studies (London, England"	100971264	Essays Stud (Lond)	0071-1357
25279	Etudes anglaises (Periodical)	100971265	Etud Angl	0014-195X
25280	Europe; revue litteraire mensuelle.	100971267	Europe	0014-2751
25281	Hampshire	100971269	Hampshire	0017-7113
25282	"Historie (Arhus, Denmark)"	100971270	Historie (Arhus)	0107-4725
25283	History (Historical Association (Great Britain))	100971271	History (Lond)	0018-2648
25284	Library review. Great Britain. Forestry Commission.	100971276	Libr Rev (Lond)	0436-4112
25285	Bulletin municipal officiel de la ville de Marseille.	100971277	Bull Munic Off Ville Mars	1279-3884
25286	"Memoires de l'Academie des sciences, inscriptions et belles-lettres de Toulouse."	100971280	Mem Acad Sci Inscr B-Lett Toulouse	\N
25287	"Studies in church history (Chicago, Ill.)"	100971286	Stud Chur Hist	\N
25288	Transport history.	100971287	Trans Hist	0041-1469
25289	Wissenschaftliche Zeitschrift der Friedrich-Schiller-Universitat Jena. Gesellschafts- und sprachwissenschaftliche Reihe.	100971289	Wiss Z Friedrich Schiller Univ Jena Ges Sprachwiss	0138-1652
25290	Studia i materialy z dziejow nauki polskiej. Seria B	100971752	Stud Mater Dziej Nauk Pol Ser B	0081-6582
25291	Studi di filologia italiana	100971753	Studi Filol Ital	0392-5110
25292	Dialogue.	100971870	Dialogue Can Philos Assoc	0012-2173
25293	Romania.	100971982	Romania	0035-8029
25294	American politics quarterly.	100972302	Am Polit Q	0044-7803
25295	Verslagen en mededelingen van de Koninklijke Vlaamse Academie voor Taal- en Letterkunde. Koninklijke Vlaamse Academie voor Taal- en Letterkunde.	100972576	Versl Meded K Vlaam Acad Taal Lett	\N
25296	The Journal of general education.	100972618	J Gen Educ	0021-3667
25297	The Catholic historical review.	100972673	Cathol Hist Rev	0008-8080
25298	The Educational forum.	100972718	Educ Forum	0013-1725
25299	Canadian public policy. Analyse de politiques.	100972772	Can Public Policy	0317-0861
25300	Holocaust and genocide studies.	100972862	Holocaust Genocide Stud	8756-6583
25301	Journal of the American Academy of Religion. American Academy of Religion.	100972977	J Am Acad Relig	0002-7189
25302	"Cross currents (Ann Arbor, Mich.)"	100967276	Cross Curr (Ann Arbor MI)	0748-0164
25303	"Espace, populations, societes."	101084183	Espace Popul Soc	0755-7809
25304	Journal of historical geography.	101084447	J Hist Geogr	0305-7488
25305	International journal of urban and regional research.	101084559	Int J Urban Reg Res	0309-1317
25306	The journal of economic history.	101084531	J Econ Hist	0022-0507
25307	Zambezia.	101085600	Zambezia	0379-0622
25308	The International journal of African historical studies.	101086401	Int J Afr Hist Stud	0361-7882
25309	Journal of American ethnic history.	101086497	J Am Ethn Hist	0278-5927
25310	Adler.	100967228	Adler	0001-8260
25311	Cahiers bruxellois.	100966894	Cah Brux	0007-9626
25312	Guerres mondiales et conflits contemporains.	100967682	Guerr Mond Conflits Contemp	\N
25314	Jahrbuch der Albertus-Universitat zu Konigsberg/Pr.	100968151	Jahrb Albertus Univ Koenigsb	0075-2177
25315	"Melanges de l'Ecole francaise de Rome. Moyen age, temps modernes."	100968718	Melanges Ec Fr Rome Moyen Age Temps Mod	0223-5110
25316	The West Texas Historical Association year book. West Texas Historical Association.	100970185	West Tex Hist Asso Year B	0886-6155
25317	Yalkut moreshet.	101086901	Yalkut Moreshet	0513-4617
25318	Women's studies.	101086902	Womens Stud	0049-7878
25319	Historical journal of western Massachusetts.	101086906	Hist J West Mass	0163-3929
25320	The Journal of the Rutgers University Library.	101086911	J Rutgers Univ Libr	0036-0473
25321	Eighteenth century life.	101086914	Eighteenth Century Life	0098-2601
25322	The Denver Westerners roundup.	101086916	Denver West Roundup	0278-7970
25323	Journal (North Louisiana Historical Association)	101086918	J North La Hist Assoc	0739-005X
25324	The bulletin - Missouri Historical Society. Missouri Historical Society.	101086919	Bull Mo Hist Soc	0026-6590
25325	"Ukrainian review (London, England)"	101086923	Ukr Rev (Lond)	0041-6029
25326	Newsletter - Group for the Use of Psychology in History. Group for the Use of Psychology in History.	101086924	Newsl Group Use Psychol Hist	0162-9999
25327	Musees de Geneve.	101086926	Mus Geneve	0027-3821
25328	Publicaciones del Museo de la Farmacia.	101086928	Publ Mus Farm	\N
25329	"Revue des deux mondes (Paris, France"	101086929	Rev Deux Mondes	0035-1962
25330	Revue d'histoire des textes.	101086930	Rev Hist Textes	0373-6075
25331	The Russian review.	101086933	Russ Rev	\N
25332	"Survey (London, England"	101086934	Survey (Lond)	0039-6192
25333	Geschichte und Gesellschaft (Vandenhoeck & Ruprecht)	101087064	Gesch Ges	0340-613X
25334	Historical archaeology.	101087247	Hist Archaeol	0440-9213
25335	Jahrbucher fur Geschichte Osteuropas.	101087248	Jahrb Gesch Osteur	0021-4019
25336	Atenea.	100966348	Atenea	\N
25337	Belfagor.	100966433	Belfagor	0005-8351
25338	Bibliotheque de l'Ecole des chartes.	100966453	Bibl Ec Chartes	\N
25339	Anales de la Academia de Geografia e Historia de Guatemala. Academia de Geografia e Historia de Guatemala.	100966597	An Acad Geogr Hist Guatem	0252-337X
25340	Anais de historia	100966925	An Hist	0100-2139
25341	Canadian journal of history.	100967002	Can J Hist	\N
25342	Critica storica.	100967269	Crit Stor	0011-1554
25343	Etudes internationales.	100967373	Etud Int	0014-2123
25344	The Geographical magazine.	100967569	Geogr Mag	0016-741X
25345	Historielararnas forenings arsskrift.	100967891	Historiel Foren Arsskr	0439-2434
25346	Imprimatur.	100967961	Imprimatur	0946-3178
25347	Jahrbuch fur Geschichte.	100968185	Jahrb Gesch	0448-1526
25348	Kleio.	100968299	Kleio	0023-2084
25349	"Ethnohistory (Columbus, Ohio)"	100968351	Ethnohistory	0014-1801
25350	"Literatura (San Sebastian, Spain)"	100968398	Literatura	1130-6106
25351	Livrustkammaren.	100968425	Livrustkammaren	0024-5372
25352	Italia contemporanea.	100968469	Ital Contemp	0392-3568
25353	Manitoba history.	100968528	Man Hist	0226-5044
25354	"Memoires de la Societe d'agriculture, commerce, sciences et arts du departement de la Marne. Societe d'agriculture, commerce, sciences et arts du departement de la Marne, Chalons-sur-Marne."	100968732	Mem Soc Agric Commer Sci Arts Marne	0293-9525
25355	Milwaukee history.	100968840	Milw Hist	0163-7622
25356	Museum helveticum.	100969162	Mus Helv	0027-4054
25357	Nebraska history.	100969424	Nebr Hist	0028-1859
25358	Revue d'Alsace.	100969524	Rev Alsace	0181-0448
25359	Reis.	100969618	Rev Esp Invest Sociol	0210-5233
25360	Novaia i noveishaia istoriia.	100969629	Nov Novejsaja Istor	0130-3864
25361	Revue des etudes sud-est europeennes.	100969646	Rev Etud Sud Est Eur	0035-2063
25362	Ontario history.	100969683	Ont Hist	0030-2953
25363	Palestine exploration quarterly.	100969895	Palest Explor Q	0031-0328
25364	"Revista de marina (Valparaiso, Chile)"	100970027	Rev Mar	0034-8511
25365	Rochester history.	100970193	Rochester Hist	0035-7413
25366	Wissenschaft und Glaube.	100970225	Wiss Glaube	1012-3067
25367	Somerset archaeology and natural history	100970495	Somerset Archaeol Net Hist	0081-2056
25368	Victorian periodicals review.	100970536	Vic Period Rev	0709-4698
25369	Studies in labour history.	100970697	Stud Labour Hist	\N
25370	Ulster folklife.	100970773	Ulster Folklife	0082-7347
25371	Revue francaise d'etudes americaines.	101087789	Rev Fr Etud Am	0397-7870
25372	Rheinische Vierteljahrsblatter.	101087794	Rhein Vierteljahrsbl	0035-4473
25373	The Swedish pioneer historical quarterly.	101088180	Swed Pioneer Hist Q	0039-7326
25374	Tijdschrift voor sociale geschiedenis.	101088232	Tijdschr Soc Geschied	0303-9935
25375	Canadian mineralogist.	101088266	Can Mineral	\N
25376	Africa	101090757	Africa	0001-9720
25377	Anuario de estudios centroamericanos.	101090980	Anu Estud Centroam	0377-7316
25378	Revue des sciences de l'education.	101091269	Rev Sci Edu	0318-479X
25379	Bollettino storico-bibliografico subalpino.	101091800	Boll Stor Bibliogr Subalp	0391-6715
25380	Rheinische Lebensbilder.	100970130	Rheinische Lebensbilder	0080-2670
25381	Educational theory.	101094141	Educ Theory	0013-2004
25382	Ekonomika Sovetskoi Ukrainy.	101094160	Ekon Sov Ukr	0131-7741
25383	The Guildhall miscellany.	101095394	Guildhall Misc	0072-8985
25384	Fortuna vitrea.	101095404	Fortuna Vitrea	0938-9660
25385	Canadian journal of history of sport = Revue canadienne de l'histoire des sports.	101095420	Can J Hist Sport	0712-9815
25386	Folklore suisse.	101095413	Folkl Suisse	0015-5969
25387	"Cuadernos de historia de Espana / Instituto de Historia de la Cultura Espanola, Medioeval y Moderna."	101095418	Cuad Hist Esp	0325-1195
25388	Terrorism.	101095454	Terrorism	0149-0389
25389	Bulletin de l'Institut francais d'archeologie orientale. Institut francais d'archeologie orientale du Caire.	101095521	Bull Inst Fr Archeol Orient	0255-0962
25390	The bibliotheck.	101095530	Bibliotheck	0006-193X
25391	Atti della Accademia nazionale dei Lincei.	101095533	Atti Accad Naz Lincei	\N
25392	Bulletin de la Societe des amis du vieux Toulon.	101095561	Bull Soc Amis Vieux Toulon	1148-8530
25393	Encounter.	101095565	Encounter (Lond)	0013-7073
25394	<Les>Cahiers de l'Iroise.	101095572	Cah Iroise	0007-9898
25395	Hades.	101095597	Hades	0181-1029
25396	Estudios de cultura nahuatl.	101095639	Estud Cult Nahuatl	0071-1675
25397	Technikgeschichte in Einzeldarstellungen.	101095645	Technikgesch Einzeldarst	0082-2361
25398	Annali - Istituto Giangiacomo Feltrinelli.	101095603	Ann Ist Giangiacomo Feltrinelli	0544-1374
25399	Enfermeras.	101095594	Enfermeras	1131-2092
25400	Evocations.	101095595	Evocations	1149-2031
25401	Annales archeologiques arabes syriennes.	101095689	Ann Archeol Syrie	0570-1554
25402	"Estudios (Madrid, Spain)"	101095622	Estudios	0210-0525
25403	"Etudes classiques (Namur, Belgium)"	101095632	Etud Class	0014-200X
25404	Annali dell'Istituto storico italo-germanico in Trento. Contributi = Jahrbuch des Italienisch-Deutschen Historischen Instituts in Trient. Beitrage.	101095685	Ann Ist Stor Italo Ger Trento	\N
25405	The American Society Legion of Honor magazine.	101095788	Am Soc Legion Honor Mag	0003-1097
25406	The International journal of social education	101095854	Int J Soc Educ	0889-0293
25407	Bulletin de la Societe des etudes oceaniennes (Polynesie orientale).	101095825	Bull Soc Etud Oceaniennes	\N
25408	Ecrits de Paris	101095857	Ecrits Paris	0013-0710
25409	Archivalische Zeitschrift.	101095882	Arch Z	0003-9497
25411	Physis; rivista internazionale di storia della scienza.	76224	Physis Riv Int Stor Sci	0031-9414
25412	AntiqueWeek.	100966113	Antiqueweek	0888-5451
25413	Archivni casopis.	100966176	Arch Cas	0004-0398
25414	"Atlantida (Lisbon, Portugal)"	100966357	Atlantida	\N
25415	Aust-Agder arv.	100966381	Aust Agder Arv	\N
25416	The American neptune.	100966568	Am Neptune	0003-0155
25417	Britannia (Society for the Promotion of Roman Studies)	100966685	Britannia	0068-113X
25418	"Cahiers d'etudes medievales (Montreal, Quebec)"	100966902	Cah Etud Mediev	0381-1719
25419	Annales cisalpines d'histoire sociale. Serie I.	100966966	Ann Cisalp Hist Soc	\N
25420	The Center magazine.	100967083	Cent Mag	0008-9125
25421	Classical quarterly.	100967180	Class Q	0009-8388
25422	Comparative studies in society and history.	100967245	Comp Stud Soc Hist	0010-4175
25423	Ethnicity.	100967326	Ethnicity	0095-6139
25424	The Devon historian.	100967466	Devon Hist	0305-8549
25425	Dodone.	100967510	Dodone	\N
25426	"Food Research Institute studies (Stanford, Calif."	100967557	Food Res Inst Stud	0193-9025
25427	The Hemingway review.	100967781	Hemingway Rev	0276-3362
25428	Humanismus und Technik Jahrbuch.	100967907	Humanismus Tech	0439-884X
25429	Kemi.	100968288	Kemi	\N
25430	The London journal.	100968458	Lond J	0305-8034
25431	Marine-rundschau.	100968598	Mar Rundsch	0025-3294
25432	The McGill news.	100968654	McGill News	0024-9068
25433	Journal of interamerican studies and world affairs.	100968788	J Inter Am Stud World Aff	0022-1937
25434	Lemouzi.	100968938	Lemouzi	\N
25435	The Mississippi quarterly.	100969045	Miss Q	0026-637X
25436	Modern Asian studies.	100969086	Mod Asian Stud	0026-749X
25437	Rassegna degli archivi di Stato.	100969419	Rass Arch Stato	0392-1522
25438	Recherches sociographiques.	100969442	Rech Sociogr	0034-1282
25439	The New scholasticism.	100969469	New Scholasticism	0028-6621
25440	Meta.	100969545	Meta	0026-0452
25441	Polish American studies.	100969783	Pol Am Stud	0032-2806
25442	Revista de historia Jeronimo Zurita.	100969996	Rev Hist Jeronimo Zurita	\N
25443	Revue du Rouergue.	100970050	Rev Rouergue	\N
25444	Rivista critica di storia della filosofia.	100970148	Riv Crit Stor Filos	0035-581X
25445	Kungliga Krigsvetenskapsakademiens handlingar och tidskrift.	100970102	K Krigsvetenskapakad Handlingar Tidskr	0023-5369
25446	Rittenhouse	100970144	Rittenhouse	\N
25447	Winterthur portfolio.	100970220	Winterthur Portf	0084-0416
25448	Scandinavian studies	100970324	Scand Stud	0036-5637
25449	Zeitschrift fur Sozialreform.	100970397	Z Sozialreform	0514-2776
25450	The Seventeenth century.	100970420	Seventeenth Century	0268-117X
25451	Tennessee Folklore Society bulletin.	100970586	Tenn Folk Soc Bull	0040-3253
25452	Slezsky sbornik.	100970463	Slezsky Sb	0037-6833
25453	Teach-in	100970596	Teach In	\N
25454	Thought.	100970624	Thought	0040-6457
25455	Storia in Lombardia.	100970653	Stor Lomb	\N
25456	Traditio.	100970674	Traditio	0362-1529
25457	Studi classici e orientali.	100970763	Stud Cl Orient	0081-6124
25458	Revista de historia.	100970837	Rev Hist (Costa Rica)	1012-9790
25460	Aging & mental health.	9705773	Aging Ment Health	1360-7863
25462	Drug resistance updates	9815369	Drug Resist Updat	1368-7646
25463	Transfusion and apheresis science	101095653	Transfus Apheresis Sci	1473-0502
25464	Restorative neurology and neuroscience.	9005499	Restor Neurol Neurosci	0922-6028
25465	Nestle Nutrition workshop series. Clinical & performance programme.	101121826	Nestle Nutr Workshop Ser Clin Perform Programme	1422-7584
25466	Canadian journal of dietetic practice and research	9811151	Can J Diet Pract Res	1486-3847
25467	Neurosurgical focus [electronic resource].	100896471	Neurosurg Focus	\N
25471	Community genetics.	9810770	Community Genet	1422-2795
25473	Nordic journal of psychiatry.	100927567	Nord J Psychiatry	0803-9488
25474	"Compendium of continuing education in dentistry. (Jamesburg, N.J."	101094904	Compend Contin Educ Dent Suppl	\N
25475	Journal of infusion nursing	101124170	J Infus Nurs	1533-1458
25478	Journal of feline medicine and surgery.	100897329	J Feline Med Surg	1098-612X
25479	Canadian HIV/AIDS policy & law review / Canadian HIV/AIDS Legal Network.	101125215	Can HIV AIDS Policy Law Rev	1496-399X
25481	Heart disease.	100887299	Heart Dis	1521-737X
25482	Brain research. Gene expression patterns.	101125870	Brain Res Gene Expr Patterns	1567-133X
25484	NAHAM access management journal.	101125179	NAHAM Access Manag J	1534-9861
25486	Cellular & molecular biology letters.	9607427	Cell Mol Biol Lett	1425-8153
25487	Journal of veterinary medical education.	7610519	J Vet Med Educ	0748-321X
25488	Sacitra Ayurveda.	9426501	Sacitra Ayurveda	\N
25489	The Historian; a journal of history.	100967879	Historian	0018-2370
25490	Social history.	100970472	Soc Hist	0307-1022
25493	The Australian journal of social issues.	9891973	Aust J Soc Issues	0157-6321
25494	The journal of biolaw & business.	9891884	J Biolaw Bus	1095-5127
25495	Maclean's.	9891763	Macleans	0024-9262
25496	Ethnic and racial studies.	9891606	Ethn Racial Stud	0141-9870
25497	The Journal of applied social sciences.	9891585	J Appl Soc Sci	0146-4310
25498	Law-medicine news.	9890198	Law Med News	\N
25499	Women & criminal justice.	9888903	Women Crim Justice	0897-4454
25500	Journal of agricultural ethics.	9887409	J Agric Ethics	0893-4282
25501	"Economist (London, England"	9887119	Economist	0013-0613
25502	Harper's.	9887122	Harpers (N Y N Y)	0017-789X
25503	Glq.	9887086	GLQ	1064-2684
25504	International Review Of Modern Sociology.	9887071	Int Rev Mod Sociol	0970-4841
25505	Journal of sociology and social welfare.	9886759	J Sociol Soc Welf	0191-5096
25506	Environmental affairs.	9886721	Environ Aff	0046-2225
25507	SRA journal.	9886280	SRA J	1062-8142
25508	Environmental values.	9885957	Environ Values	0963-2719
25509	Journal of social behavior and personality.	9885445	J Soc Behav Pers	0886-1641
25510	CorrectCare.	9885366	Correctcare	\N
25511	"Choice (Chicago, Ill.)"	9885117	Choice (Middletown)	0009-4978
25512	Journal of applied communication research	9884953	J Appl Commun Res	0090-9882
25513	Counseling and values.	9884870	Couns Values	0160-7960
25514	Ethics.	9884529	Ethics	0014-1704
25515	Baillieres Clinical Oncology.	9883754	Baillieres Clin Oncol	0950-3560
25516	The animals' agenda.	9883488	Anim Agenda	0892-8819
25517	Social science computer review.	9883393	Soc Sci Comput Rev	0894-4393
25518	"Hippocrates (Sausalito, Calif.)"	9882965	Hippocrates (Sausalito)	0892-2977
25519	Journal of family law / University of Louisville School of Law.	9882907	J Fam Law	0022-1066
25520	Affilia.	9882541	Affilia	0886-1099
25521	Journal of religion & aging.	9882435	J Relig Aging	0738-6184
25522	The Daily Washington law reporter.	9881454	Dly Wash Law Report	1066-6095
25523	Sociological methods & research.	9881379	Sociol Methods Res	0049-1241
25524	"Omni (New York, N.Y.)"	9881303	Omni	0149-8711
25525	"Teaching of psychology (Columbia, Mo.)"	9881255	Teach Psychol	0098-6283
25526	Journal of the American Scientific Affiliation. American Scientific Affiliation.	9881247	J Am Sci Affil	0003-0988
25527	CHA insight.	9881159	CHA Insight	\N
25528	Ethics and medics.	9881169	Ethics Medics	1071-3778
25529	Westminster Institute review.	9881054	Westminst Inst Rev	0228-2984
25530	Georgetown Magazine.	9879591	Georget Mag	\N
25531	"Bulletin of science, technology & society."	9879413	Bull Sci Technol Soc	0270-4676
25532	"Res ipsa loquitur (Washington, D.C.)"	9878643	Res Ipsa Loquitur	\N
25533	Language & communication.	9878651	Lang Commun	0271-5309
25534	The Human life review.	9877967	Hum Life Rev	0097-9783
25535	Database.	9877944	Database	0162-4105
25536	Amicus.	9877475	Amicus	0146-8278
25537	"Code of federal regulations. 46, Shipping."	9877171	Code Fed Regul Shipping	\N
25538	"Nation (New York, N.Y."	9877123	Nation	0027-8378
25539	"New republic (New York, N.Y.)"	9877125	New Repub	0028-6583
25540	Computerworld.	9877037	Computerworld	0010-4841
25541	Columbia forum.	9876967	Columbia Forum	0010-1907
25542	Case and comment.	9876925	Case Comment	0008-7238
25543	Boston University journal.	9876868	Boston Univ J	0006-8039
25544	New society.	9876370	New Soc	0028-6729
25545	Marriage.	9876281	Marriage	0025-4010
25546	Journal of biological education.	9876191	J Biol Educ	0021-9266
25547	Journal of criminal justice.	9876192	J Crim Justice	0047-2352
25548	Environmental law (Northwestern School of Law)	9876015	Environ Law	0046-2276
25549	Congressional quarterly weekly report.	9875039	Congr Q Wkly Rep	0010-5910
25550	Congressional record	9812554	Congr Rec (Dly Ed)	0363-7239
25551	"Biomedical ethics (Tubingen, Germany)"	9806961	Biomed Ethics	1430-9858
25552	"Journal of ethics, law, and aging."	9713941	J Ethics Law Aging	1076-1616
25553	The Harvard journal of minority public health.	9709919	Harv J Minor Public Health	\N
25554	Prenatal and neonatal medicine	9609472	Prenat Neonatal Med	1359-8635
25555	Humane health care international.	9607656	Hum Health Care Int	\N
25556	AIDS analysis Asia.	9600618	AIDS Anal Asia	1359-1452
25557	European journal of genetics in society	9517856	Eur J Genet Soc	1023-9022
25558	"Making the rounds in health, faith, & ethics."	9515689	Mak Rounds Health Faith Ethics	1082-1015
25559	"Psychology, public policy, and law"	9508164	Psychol Public Policy Law	1076-8971
25560	"Bioethics bulletin (Washington, D.C.)"	9507622	Bioeth Bull	1063-3596
25561	Christian bioethics.	9507416	Christ Bioeth	1380-3603
25562	Medicine and global survival	9433341	Med Glob Surviv	1350-4002
25563	The mankind quarterly.	9427287	Mankind Q	0025-2344
25564	South African cancer bulletin = Suid-Afrikaanse kankerbulletin / an official publication of the National Cancer Association of South Africa.	9427267	S Afr Cancer Bull	0038-2043
25566	Basic and applied social psychology.	9426487	Basic Appl Soc Psych	0197-3533
25567	"Generations (San Francisco, Calif.)"	9426452	Generations	0738-7806
25568	Anthrozoos.	9426443	Anthrozoos	0892-7936
25569	Biochimica clinica.	9426283	Biochim. clin	0393-0564
25570	Genewatch	9426048	Genewatch	0740-9737
25571	Research on social work practice.	9425959	Res Soc Work Pract	1049-7315
25572	Theory & psychology.	9425964	Theory Psychol	0959-3543
25573	Medical law international.	9419080	Med Law Int	0968-5332
25574	Society & animals	9416267	Soc Anim	1063-1119
25575	The journal of the California Alliance for the Mentally Ill.	9315245	J Calif Alliance Ment Ill	1097-802X
25576	Journal of Biblical ethics in medicine.	9310725	J Biblic Ethics Med	1050-3404
25577	Professional ethics report	9306497	Prof Ethics Rep	1045-8808
25578	Health & social care in the community.	9306359	Health Soc Care Community	0966-0410
25579	Bioethics forum.	9305907	Bioethics Forum	1065-7274
25580	The Genetic resource.	9305196	Genetic Resour	\N
25581	Innovations in oncology nursing.	9302316	Innov Oncol Nurs	0882-813X
25582	"Contact (Geneva, Switzerland)"	9301229	Contact	\N
25583	"Assia, Jewish medical ethics."	9215931	Assia Jew Med Ethics	0793-2952
25585	"Animal welfare (South Mimms, England)"	9214272	Anim Welf	0962-7286
25586	In health.	9213215	In Health	1047-0549
25587	Journal of genetic counseling.	9206865	J Genet Couns	1059-7700
25588	Ethics & medicine	9200377	Ethics Med	0266-688X
25589	Advances in medical sociology.	9200304	Adv Med Sociol	1057-6290
25590	Assisted reproduction reviews.	9109479	Assist Reprod Rev	1051-2446
25591	Human research report.	9105327	Hum Res Rep	0885-0615
25592	Bulletin of medical ethics.	9103287	Bull Med Ethics	\N
25593	Ethics & behavior.	9102086	Ethics Behav	1050-8422
25594	"Changes (Hove, England)"	9101406	Changes	0263-8371
25595	Journal international de bioethique = International journal of bioethics.	9015754	J Int Bioethique	1145-0762
25596	Info trends	9012867	Info Trends	1044-629X
25597	"Human genome news / National Center for Human Genome Research, National Institutes of Health."	9012614	Hum Genome News	1050-6101
25598	Swiss biotech.	9009901	Swiss Biotech	0253-9675
25599	"Human nature (Hawthorne, N.Y.)"	9010063	Hum Nat	1045-6767
25600	Archives of clinical neuropsychology	9004255	Arch Clin Neuropsychol	0887-6177
25601	Information and behavior.	9001390	Inf Behav	0740-5502
25602	Academic psychiatry	8917200	Acad Psychiatry	1042-9670
25603	Infants and young children.	8915767	Infants Young Child	0896-3746
25604	"Social responsibility, journalism, law, medicine."	8914992	Soc Responsib Journal Law Med	0732-9938
25605	Law and psychology review.	8912374	Law Psychol Rev	0098-5961
25606	The Psychologist.	8903437	Psychologist	0952-8229
25607	"Psychiatric bulletin (London, England)"	8901718	Psychiatr Bull R Coll Psychiatr	0955-6036
25608	Law and mental health.	8812173	Law Ment Health	0890-5037
25609	Counselling psychology quarterly.	8809877	Couns Psychol	0951-5070
25610	Current opinion in psychiatry.	8809880	Curr Opin Psychiatry	0951-7367
25611	International journal of technology & aging.	8809945	Int J Technol Aging	0891-4478
25612	Journal of epilepsy.	8809254	J Epilepsy	0896-6974
25613	Journal of the American Academy of Physician Assistants.	8805848	J Am Acad Physician Assist	0893-7400
25614	"Loss, grief & care."	8801410	Loss Grief Care	8756-4610
25615	The American journal of forensic psychology.	8712336	Am J Forensic Psychol	0733-1290
25616	Journal of business and psychology.	8711101	J Bus Psychol	0889-3268
25617	Canadian journal on aging = La revue canadienne du vieillissement.	8708560	Can J Aging	0714-9808
25618	Current contents. Clinical medicine.	8708575	Curr Contents Clin Med	0891-3358
25619	Aphasiology.	8708531	Aphasiology	0268-7038
25620	Bioethics.	8704792	Bioethics	0269-9702
25621	"Spine (Philadelphia, Pa."	8703877	Spine	0887-9869
25622	The Euthanasia review.	8702516	Euthan Rev	0884-2981
25623	Quality of life and cardiovascular care.	8700953	Qual Life Cardiovasc Care	0748-6901
25624	Infections in medicine.	8612480	Infect Med	0749-6524
25625	Theoretical surgery.	8610948	Theor Surg	0179-8669
25626	"Disability, handicap & society."	8609341	Disabil Handicap Soc	0267-4645
25627	Topics in hospital law.	8609257	Top Hosp Law	0883-7147
25628	CBE views	8608941	CBE Views	0164-5609
25629	The Journal of family and culture.	8510088	J Fam Cult	\N
25630	Humane medicine.	8508101	Humane Med	0828-7090
25631	Annals of Saudi medicine.	8507355	Ann Saudi Med	0256-4947
25632	"Current problems in obstetrics, gynecology and fertility."	8505179	Curr Probl Obstet Gynecol Fertil	8756-0410
25633	HealthScan.	8501859	Healthscan	8755-2205
25634	Journal of reproductive and infant psychology.	8501885	J Reprod Infant Psychol	0264-6838
25635	The S.A. journal of continuing medical education = Die S.A. tydskrif van voortgesette geneeskundige onderrig.	8412909	SA J Contin Med Educ	0256-2170
25636	Journal of social and administrative pharmacy	8411742	J Soc Adm Pharm	0281-0662
25637	Journal of toxicology. Cutaneous and ocular toxicology.	8404727	J Toxicol Cutaneous Ocul Toxicol	0731-3829
25638	Animal technology	8404846	Anim Technol	0264-4754
25639	Journal of social and clinical psychology.	8309652	J Soc Clin Psychol	0736-7236
25640	Population research and policy review.	8309372	Popul Res Policy Rev	0167-5923
25641	"Professional psychology, research and practice."	8309175	Prof Psychol Res Pr	0735-7028
25642	Family systems medicine.	8307219	Fam Syst Med	0736-1718
25643	Journal of the American College of Toxicology.	8214852	J Am Coll Toxicol	0730-0913
25644	Seminars in anesthesia.	8215004	Semin Anesth	0277-0326
