bmkegId	viewType	locked	vpdmfLabel	namespace	thumbnail
26596	.Journal.%	\N	Hong Kong Law J.	\N	\N
26597	.Journal.%	\N	Harv Blacklett J.	\N	\N
26598	.Journal.%	\N	Harv J Law Technol.	\N	\N
26600	.Journal.%	\N	Fed Insur Couns Q.	\N	\N
26601	.Journal.%	\N	Haw Bar J.	\N	\N
26602	.Journal.%	\N	Responsa Meridiana.	\N	\N
26603	.Journal.%	\N	Restor Q.	\N	\N
26604	.Journal.%	\N	Healthcover.	\N	\N
26605	.Journal.%	\N	Hitotsubashi J Law Polit.	\N	\N
26606	.Journal.%	\N	Boston Bar J.	\N	\N
26607	.Journal.%	\N	Criterion.	\N	\N
26608	.Journal.%	\N	Stanford J Int Law.	\N	\N
26609	.Journal.%	\N	Houst Lawyer.	\N	\N
26610	.Journal.%	\N	Syst Res.	\N	\N
26611	.Journal.%	\N	Annu Soc Christ Ethics.	\N	\N
26612	.Journal.%	\N	Contemp Philos.	\N	\N
26613	.Journal.%	\N	ILSA J Int Law.	\N	\N
26614	.Journal.%	\N	Probate Law J.	\N	\N
26615	.Journal.%	\N	Public Citiz.	\N	\N
26616	.Journal.%	\N	Crit Stud Mass Commun.	\N	\N
26617	.Journal.%	\N	ISL Law Rev.	\N	\N
26618	.Journal.%	\N	Jud Librariansh.	\N	\N
26619	.Journal.%	\N	Brooklyn J Int Law.	\N	\N
26620	.Journal.%	\N	J Law Technol.	\N	\N
26621	.Journal.%	\N	Ariz J Int Comp Law.	\N	\N
26622	.Journal.%	\N	Thurgood Marshall Law Rev.	\N	\N
26623	.Journal.%	\N	Aust J Fam Law.	\N	\N
26624	.Journal.%	\N	Can Hum Rights Yearb.	\N	\N
26625	.Journal.%	\N	Intellect Prop J.	\N	\N
26626	.Journal.%	\N	Adm Law J.	\N	\N
26627	.Journal.%	\N	Can Hum Rights Advocate.	\N	\N
26628	.Journal.%	\N	Can J Law Soc.	\N	\N
26629	.Journal.%	\N	AIPLA Q J.	\N	\N
26630	.Journal.%	\N	Md J Int Law Trade.	\N	\N
26631	.Journal.%	\N	Fed Insur Corp Couns Q.	\N	\N
26632	.Journal.%	\N	Tikkun.	\N	\N
26633	.Journal.%	\N	Agric Human Values.	\N	\N
26634	.Journal.%	\N	Def Couns J.	\N	\N
26635	.Journal.%	\N	New Theol Rev.	\N	\N
26636	.Journal.%	\N	Regul Aff J.	\N	\N
26637	.Journal.%	\N	Northwest Rep.	\N	\N
26638	.Journal.%	\N	Advocate.	\N	\N
26639	.Journal.%	\N	Comp Labor Law J.	\N	\N
26640	.Journal.%	\N	Constitution.	\N	\N
26641	.Journal.%	\N	Colo J Int Environ Law Policy.	\N	\N
26642	.Journal.%	\N	Bus Ethics Q.	\N	\N
26643	.Journal.%	\N	Emory Int Law Rev.	\N	\N
26644	.Journal.%	\N	Harv Hum Rights J.	\N	\N
26645	.Journal.%	\N	Tex J Women Law.	\N	\N
26646	.Journal.%	\N	Hastings Womens Law J.	\N	\N
26647	.Journal.%	\N	William Mary Bill Rights J.	\N	\N
26648	.Journal.%	\N	Sociol Relig.	\N	\N
26649	.Journal.%	\N	Suffolk Transnatl Law R.	\N	\N
26650	.Journal.%	\N	Contemp Econ Policy.	\N	\N
26651	.Journal.%	\N	Angelicum.	\N	\N
26652	.Journal.%	\N	Monash Bioeth Rev.	\N	\N
26653	.Journal.%	\N	Wash Univ J Urban Contemp Law.	\N	\N
26654	.Journal.%	\N	Labor Lawyer.	\N	\N
26655	.Journal.%	\N	Lutheran Q.	\N	\N
26656	.Journal.%	\N	Harv Blacklett Law J.	\N	\N
26657	.Journal.%	\N	APA Newsl Philos Med.	\N	\N
26658	.Journal.%	\N	Bioeth News.	\N	\N
26659	.Journal.%	\N	J West Va Philo Soc.	\N	\N
26660	.Journal.%	\N	J Transnatl Law Policy.	\N	\N
26661	.Journal.%	\N	JSAC Grapevine.	\N	\N
26662	.Journal.%	\N	Ky Bench Bar.	\N	\N
26663	.Journal.%	\N	Phi Kappa Phi J.	\N	\N
26664	.Journal.%	\N	Queens Gazette.	\N	\N
26665	.Journal.%	\N	Law Justice.	\N	\N
26666	.Journal.%	\N	Law Teach.	\N	\N
26667	.Journal.%	\N	LJ Spec Rep.	\N	\N
26668	.Journal.%	\N	Md Law Forum.	\N	\N
26669	.Journal.%	\N	Momentum.	\N	\N
26670	.Journal.%	\N	North Ky State Law Forum.	\N	\N
26671	.Journal.%	\N	Oklahoma City Univ Law Rev.	\N	\N
26672	.Journal.%	\N	Osaka Univ Law Rev.	\N	\N
26673	.Journal.%	\N	Otago Law Rev.	\N	\N
26674	.Journal.%	\N	Philos Theol.	\N	\N
26675	.Journal.%	\N	Polit Res Q.	\N	\N
26676	.Journal.%	\N	Public Law Forum.	\N	\N
26677	.Journal.%	\N	Rev Social Law.	\N	\N
26678	.Journal.%	\N	Rev Jurid Univ P R.	\N	\N
26679	.Journal.%	\N	Appl Philos.	\N	\N
26680	.Journal.%	\N	Soc Policy Rep.	\N	\N
26681	.Journal.%	\N	St Thomas Law Rev.	\N	\N
26682	.Journal.%	\N	Cross Curr.	\N	\N
26683	.Journal.%	\N	Rev Mex Anal Conducta.	\N	\N
26684	.Journal.%	\N	Scand Stud Law.	\N	\N
26685	.Journal.%	\N	Sch Psychol Dig.	\N	\N
26686	.Journal.%	\N	Seven Days.	\N	\N
26687	.Journal.%	\N	Social Revolut.	\N	\N
26688	.Journal.%	\N	Softw Law J.	\N	\N
26689	.Journal.%	\N	St Anthony Messenger.	\N	\N
26690	.Journal.%	\N	Stetson Law Rev.	\N	\N
26691	.Journal.%	\N	Teach Philos.	\N	\N
26692	.Journal.%	\N	Tydskrif Hedendaagse Romeins Holandse Reg.	\N	\N
26693	.Journal.%	\N	US Supreme Court Rep.	\N	\N
26694	.Journal.%	\N	Va Bar News.	\N	\N
26695	.Journal.%	\N	UCLA Womens Law J.	\N	\N
26696	.Journal.%	\N	Vanc Sun.	\N	\N
26697	.Journal.%	\N	Crim Rep Can New Ser.	\N	\N
26698	.Journal.%	\N	Law Soc Inq.	\N	\N
26699	.Journal.%	\N	Atlantic.	\N	\N
26700	.Journal.%	\N	Worldview.	\N	\N
26701	.Journal.%	\N	Redbook.	\N	\N
26702	.Journal.%	\N	Newsl Feminism Philos.	\N	\N
26703	.Journal.%	\N	Update.	\N	\N
26704	.Journal.%	\N	Jew Aff.	\N	\N
26705	.Journal.%	\N	Encounter.	\N	\N
26706	.Journal.%	\N	Better Homes Gard.	\N	\N
26707	.Journal.%	\N	Fla Law Rev.	\N	\N
26708	.Journal.%	\N	Public Choice.	\N	\N
26709	.Journal.%	\N	Sr Scholast.	\N	\N
26710	.Journal.%	\N	George Washington J Int Law Econ.	\N	\N
26711	.Journal.%	\N	Soc Stud (Maynooth).	\N	\N
26712	.Journal.%	\N	World Health.	\N	\N
26713	.Journal.%	\N	All Engl Law Rep.	\N	\N
26714	.Journal.%	\N	Fed Suppl.	\N	\N
26715	.Journal.%	\N	Skeptic.	\N	\N
26716	.Journal.%	\N	West Ont Law Rev.	\N	\N
26717	.Journal.%	\N	Atl Report.	\N	\N
26718	.Journal.%	\N	Univ West Los Angel Law Rev.	\N	\N
26719	.Journal.%	\N	Life.	\N	\N
26720	.Journal.%	\N	NCCE News.	\N	\N
26721	.Journal.%	\N	SBC.	\N	\N
26722	.Journal.%	\N	Health Law News.	\N	\N
26723	.Journal.%	\N	NABER Rep.	\N	\N
26724	.Journal.%	\N	Georgetown Univ Right to Life J.	\N	\N
26725	.Journal.%	\N	Ethics Intellect Disabil.	\N	\N
26726	.Journal.%	\N	Doc Med Ethics.	\N	\N
26727	.Journal.%	\N	Communique (Wash DC).	\N	\N
26728	.Journal.%	\N	Phys East.	\N	\N
26729	.Journal.%	\N	Phila Med.	\N	\N
26730	.Journal.%	\N	PA Bar Assoc Q.	\N	\N
26731	.Journal.%	\N	Crucible.	\N	\N
26732	.Journal.%	\N	Wests Calif Report.	\N	\N
26733	.Journal.%	\N	Arch Cardiol Mex.	\N	\N
26734	.Journal.%	\N	Healthy People 2010 Stat Notes.	\N	\N
26735	.Journal.%	\N	HIV Clin Trials.	\N	\N
26736	.Journal.%	\N	Cost Qual.	\N	\N
26737	.Journal.%	\N	Euro Surveill.	\N	\N
26738	.Journal.%	\N	Z Psychosom Med Psychother.	\N	\N
26742	.Journal.%	\N	Curr Control Trials Cardiovasc Med.	\N	\N
26743	.Journal.%	\N	Respir Res.	\N	\N
26744	.Journal.%	\N	Sleep Breath.	\N	\N
26745	.Journal.%	\N	Chin J Traumatol.	\N	\N
26747	.Journal.%	\N	Hum Fertil (Camb).	\N	\N
26748	.Journal.%	\N	Dokl Biochem Biophys.	\N	\N
26749	.Journal.%	\N	J Anim Physiol Anim Nutr (Berl).	\N	\N
26750	.Journal.%	\N	MGMA Connex.	\N	\N
26751	.Journal.%	\N	HIV Prev Plus.	\N	\N
26752	.Journal.%	\N	Nutr Healthy Living.	\N	\N
26755	.Journal.%	\N	Mol Cell Proteomics.	\N	\N
26758	.Journal.%	\N	Braz J Biol.	\N	\N
26762	.Journal.%	\N	J Zhejiang Univ Sci.	\N	\N
26763	.Journal.%	\N	Rural Policy Brief.	\N	\N
26766	.Journal.%	\N	Hematology (Am Soc Hematol Educ Program).	\N	\N
26768	.Journal.%	\N	Vertex.	\N	\N
26770	.Journal.%	\N	Am J Clin Dermatol.	\N	\N
26772	.Journal.%	\N	Pain Manag Nurs.	\N	\N
26773	.Journal.%	\N	Niger J Med.	\N	\N
26774	.Journal.%	\N	Gastric Cancer.	\N	\N
26775	.Journal.%	\N	Value Health.	\N	\N
26776	.Journal.%	\N	Evid Based Nurs.	\N	\N
26777	.Journal.%	\N	Alkaloids Chem Biol.	\N	\N
26778	.Journal.%	\N	Cyberpsychol Behav.	\N	\N
26779	.Journal.%	\N	Autism.	\N	\N
26780	.Journal.%	\N	Ulus Travma Derg.	\N	\N
26781	.Journal.%	\N	Int J Clin Oncol.	\N	\N
26782	.Journal.%	\N	Neurocirugia (Astur).	\N	\N
26783	.Journal.%	\N	J Interprof Care.	\N	\N
26784	.Journal.%	\N	J Occup Rehabil.	\N	\N
26785	.Journal.%	\N	Phytochem Anal.	\N	\N
26786	.Journal.%	\N	J Ayub Med Coll Abbottabad.	\N	\N
26787	.Journal.%	\N	Anal Sci.	\N	\N
26788	.Journal.%	\N	Natl Toxicol Program Tech Rep Ser.	\N	\N
26789	.Journal.%	\N	Biomacromolecules.	\N	\N
26790	.Journal.%	\N	Clin Lymphoma.	\N	\N
26791	.Journal.%	\N	Annu Rev Phytopathol.	\N	\N
26792	.Journal.%	\N	Attach Hum Dev.	\N	\N
26793	.Journal.%	\N	Biogerontology.	\N	\N
26794	.Journal.%	\N	Pharmeuropa Spec Issue Biol.	\N	\N
26795	.Journal.%	\N	Annu Rev Genomics Hum Genet.	\N	\N
26796	.Journal.%	\N	Curr Issues Intest Microbiol.	\N	\N
26797	.Journal.%	\N	Rev Endocr Metab Disord.	\N	\N
26798	.Journal.%	\N	Pesqui Odontol Bras.	\N	\N
26799	.Journal.%	\N	Asia Pac J Clin Nutr.	\N	\N
26800	.Journal.%	\N	J Gambl Stud.	\N	\N
26801	.Journal.%	\N	Curr Opin Pharmacol.	\N	\N
26802	.Journal.%	\N	Anim Health Res Rev.	\N	\N
26803	.Journal.%	\N	JOP.	\N	\N
26804	.Journal.%	\N	Span J Psychol.	\N	\N
26806	.Journal.%	\N	Toxic Rep Ser.	\N	\N
26807	.Journal.%	\N	Expert Opin Biol Ther.	\N	\N
26808	.Journal.%	\N	HIV Med.	\N	\N
26809	.Journal.%	\N	Cryo Letters.	\N	\N
26811	.Journal.%	\N	Issues Emerg Health Technol.	\N	\N
26812	.Journal.%	\N	Policy Brief Commonw Fund.	\N	\N
26813	.Journal.%	\N	Policy Anal Brief H Ser.	\N	\N
26814	.Journal.%	\N	Policy Anal Brief W Ser.	\N	\N
26815	.Journal.%	\N	Issue Brief Cent Medicare Educ.	\N	\N
26820	.Journal.%	\N	Issue Brief George Wash Univ Cent Health Serv Res Policy.	\N	\N
26823	.Journal.%	\N	Lattante.	\N	\N
26824	.Journal.%	\N	J Philos.	\N	\N
26825	.Journal.%	\N	Acta Dermatovenerol Croat.	\N	\N
26826	.Journal.%	\N	Rep Med Guidel Outcomes Res.	\N	\N
26827	.Journal.%	\N	Linacre Q.	\N	\N
26828	.Journal.%	\N	Tech Vasc Interv Radiol.	\N	\N
26829	.Journal.%	\N	Tech Coloproctol.	\N	\N
26830	.Journal.%	\N	Schmerz.	\N	\N
26835	.Journal.%	\N	IEEE Trans Aerosp Electron Syst.	\N	\N
26837	.Journal.%	\N	Am J Bioeth.	\N	\N
26838	.Journal.%	\N	Korean J Radiol.	\N	\N
26839	.Journal.%	\N	Rev Soc Fr Hist Hop.	\N	\N
26840	.Journal.%	\N	J Nurs Res.	\N	\N
26843	.Journal.%	\N	HIV Clin.	\N	\N
26844	.Journal.%	\N	AIDS Action Policy Brief.	\N	\N
26848	.Journal.%	\N	Life Sci Space Res.	\N	\N
26850	.Journal.%	\N	Fortschr Med Orig.	\N	\N
26852	.Journal.%	\N	Hybrid Hybridomics.	\N	\N
26853	.Journal.%	\N	Curr Probl Pediatr Adolesc Health Care.	\N	\N
26855	.Journal.%	\N	Occup Ther Int.	\N	\N
26856	.Journal.%	\N	Hawaii Nurse (Honol).	\N	\N
26862	.Journal.%	\N	Eukaryot Cell.	\N	\N
26865	.Journal.%	\N	Prev Cardiol.	\N	\N
26866	.Journal.%	\N	Congest Heart Fail.	\N	\N
26867	.Journal.%	\N	Policy Brief George Wash Univ Cent Health Serv Res Policy.	\N	\N
26869	.Journal.%	\N	Adv Mar Biol.	\N	\N
26871	.Journal.%	\N	Herpes.	\N	\N
26872	.Journal.%	\N	Chembiochem.	\N	\N
26873	.Journal.%	\N	Phys Rev E Stat Nonlin Soft Matter Phys.	\N	\N
26876	.Journal.%	\N	MMWR Recomm Rep.	\N	\N
26877	.Journal.%	\N	J Med Libr Assoc.	\N	\N
26879	.Journal.%	\N	J Renin Angiotensin Aldosterone Syst.	\N	\N
26880	.Journal.%	\N	Pain Res Manag.	\N	\N
26881	.Journal.%	\N	Dom Law Rep.	\N	\N
26883	.Journal.%	\N	Acts Parliam Commonw Aust Pass Sess Aust.	\N	\N
26885	.Journal.%	\N	Rep Cases Decided Appell Div Supreme Court State NY NY State Supreme Court Appell Div.	\N	\N
26886	.Journal.%	\N	Rep Cases Determ Court Appeal State Calif.	\N	\N
26887	.Journal.%	\N	Ill Revis Statut Ill Ill.	\N	\N
26888	.Journal.%	\N	Can Supreme Court Rep Can Supreme Court.	\N	\N
26889	.Journal.%	\N	Commer Law Eur.	\N	\N
26890	.Journal.%	\N	Fed Law Rep.	\N	\N
26891	.Journal.%	\N	Acts Legis Prov Manit Manit.	\N	\N
26894	.Journal.%	\N	Rep Sel Cases Decided Courts State N Y Court Appeals Appell Div Supreme Court.	\N	\N
26895	.Journal.%	\N	Rep Cases Argued Determ Supreme Court N J N J Supreme Court.	\N	\N
26896	.Journal.%	\N	Mich Appeals Rep Mich Court Appeals.	\N	\N
26897	.Journal.%	\N	Mass Rep Mass Supreme Judic Court.	\N	\N
26898	.Journal.%	\N	Fla Suppl.	\N	\N
26900	.Journal.%	\N	Wests N Y Suppl.	\N	\N
26901	.Journal.%	\N	Wests Fed Rep.	\N	\N
26902	.Journal.%	\N	Fed Rules Decis.	\N	\N
26903	.Journal.%	\N	N Y Suppl Second Ser.	\N	\N
26904	.Journal.%	\N	Wests North West Rep.	\N	\N
26905	.Journal.%	\N	Pac Rep Second Ser.	\N	\N
26906	.Journal.%	\N	North West Rep Second Ser.	\N	\N
26907	.Journal.%	\N	Wests North East Rep.	\N	\N
26908	.Journal.%	\N	N Z Law Rep.	\N	\N
26909	.Journal.%	\N	Wests Fed Suppl.	\N	\N
26910	.Journal.%	\N	North East Rep Second Ser.	\N	\N
26911	.Journal.%	\N	Wkly Law Rep.	\N	\N
26912	.Journal.%	\N	U S Rep U S Supreme Court.	\N	\N
26913	.Journal.%	\N	Wests Supreme Court Report.	\N	\N
26914	.Journal.%	\N	Wests South Report.	\N	\N
26915	.Journal.%	\N	South Report Second Ser Cases Argued Determ Courts Ala Fla La Miss.	\N	\N
26916	.Journal.%	\N	Wests South West Report.	\N	\N
26918	.Journal.%	\N	Wests South East Report.	\N	\N
26919	.Journal.%	\N	South East Report Second Ser.	\N	\N
26920	.Journal.%	\N	Pa Dist Cty Rep.	\N	\N
26921	.Journal.%	\N	Wests Pac Report.	\N	\N
26922	.Journal.%	\N	Wis Sess Laws Wis.	\N	\N
26924	.Journal.%	\N	Mont Code Annot Mont.	\N	\N
26925	.Journal.%	\N	Laws Ill.	\N	\N
26926	.Journal.%	\N	Laws State Or Or.	\N	\N
26927	.Journal.%	\N	Sess Laws State Minn Minn.	\N	\N
26928	.Journal.%	\N	Sess Laws Kans Kans.	\N	\N
26929	.Journal.%	\N	Maine Revis Statut Annot 1964 Maine.	\N	\N
26930	.Journal.%	\N	Annot Code Public Gen Laws Md Md.	\N	\N
26931	.Journal.%	\N	Mass Gen Laws Annot Mass.	\N	\N
26932	.Journal.%	\N	Mich Compil Laws Annot Mich.	\N	\N
26933	.Journal.%	\N	Mich Statut Annot Mich.	\N	\N
26934	.Journal.%	\N	Minn Statut Annot Minn.	\N	\N
26935	.Journal.%	\N	Mo Statut Annot Mo.	\N	\N
26936	.Journal.%	\N	Nev Revis Statut Nev.	\N	\N
26937	.Journal.%	\N	N H Revis Statut Annot N H.	\N	\N
26938	.Journal.%	\N	N J Statut Annot N J.	\N	\N
26939	.Journal.%	\N	N D Century Code N D.	\N	\N
26940	.Journal.%	\N	Okla Statut Annot Okla.	\N	\N
26941	.Journal.%	\N	Or Revis Statut Or.	\N	\N
26942	.Journal.%	\N	Purdons Pa Statut Annot Pa.	\N	\N
26943	.Journal.%	\N	Wests Revis Code Wash Annot Wash State.	\N	\N
26944	.Journal.%	\N	Michies W Va Code Annot W Va.	\N	\N
26945	.Journal.%	\N	Code Laws S C 1976 Annot S C.	\N	\N
26946	.Journal.%	\N	Laws P R Annot P R.	\N	\N
26947	.Journal.%	\N	Gen Laws R I 1956 R I.	\N	\N
26948	.Journal.%	\N	S D Codif Laws S D.	\N	\N
26949	.Journal.%	\N	Tenn Code Annot Tenn.	\N	\N
26950	.Journal.%	\N	Vernons Annot Revis Civ Statut State Tex Tex.	\N	\N
26951	.Journal.%	\N	U S Code Annot U S.	\N	\N
26952	.Journal.%	\N	Utah Code Annot 1953 Utah.	\N	\N
26953	.Journal.%	\N	Vt Statut Annot Vt.	\N	\N
26954	.Journal.%	\N	Wests Wis Statut Annot Wis.	\N	\N
26955	.Journal.%	\N	Wyo Statut Annot Wyo.	\N	\N
26956	.Journal.%	\N	Code Ala 1975 Ala.	\N	\N
26957	.Journal.%	\N	Alsk Statut 1962 Alsk.	\N	\N
26958	.Journal.%	\N	Iowa Code Annot Iowa.	\N	\N
26959	.Journal.%	\N	Hawaii Revis Statut Hawaii.	\N	\N
26960	.Journal.%	\N	Wests Annot Indiana Code.	\N	\N
26961	.Journal.%	\N	Ida Code Ida.	\N	\N
26962	.Journal.%	\N	Smith-Hurd Ill Annot Statut Ill.	\N	\N
26963	.Journal.%	\N	Halsburys Statut Engl G B.	\N	\N
26964	.Journal.%	\N	Gen Statut N C N C.	\N	\N
26965	.Journal.%	\N	Wests Fla Statut Annot Fla.	\N	\N
26966	.Journal.%	\N	Colo Revis Statut 1973 Colo.	\N	\N
26967	.Journal.%	\N	Lexis DC Code DC.	\N	\N
26968	.Journal.%	\N	Del Code Annot Del.	\N	\N
26969	.Journal.%	\N	Conn Gen Statut Annot Conn.	\N	\N
26970	.Journal.%	\N	Code Va 1950 Va.	\N	\N
26971	.Journal.%	\N	Health Saf Code Annot State Calif Adopt April 7 1939 Calif.	\N	\N
26972	.Journal.%	\N	Code Ga Annot Ga.	\N	\N
26973	.Journal.%	\N	Penal Code Annot State Calif Calif.	\N	\N
26974	.Journal.%	\N	Civ Code Annot State Calif Calif.	\N	\N
26975	.Journal.%	\N	Calif Code Regul.	\N	\N
26976	.Journal.%	\N	Wests Annot Calif Codes Calif.	\N	\N
26977	.Journal.%	\N	Berkeley Munic Code 1976 Berkeley Calif.	\N	\N
26978	.Journal.%	\N	Ark Statut 1947 Ark.	\N	\N
26979	.Journal.%	\N	Ariz Revis Statut Annot Ariz.	\N	\N
26980	.Journal.%	\N	Opin Atty Gen State Md Md Atty Gen Off.	\N	\N
26981	.Journal.%	\N	Annot Laws Mass Mass.	\N	\N
26982	.Journal.%	\N	Indiana Code Indiana.	\N	\N
26983	.Journal.%	\N	Kans Statut Annot Kans.	\N	\N
26984	.Journal.%	\N	Baldwins Ky Revis Statut Annot Ky.	\N	\N
26985	.Journal.%	\N	N M Statut 1978 Annot N M.	\N	\N
26986	.Journal.%	\N	Revis Statut La.	\N	\N
26987	.Journal.%	\N	J Knee Surg.	\N	\N
26988	.Journal.%	\N	Clin Physiol Funct Imaging.	\N	\N
26992	.Journal.%	\N	Eur J Echocardiogr.	\N	\N
26993	.Journal.%	\N	Anim Cogn.	\N	\N
26994	.Journal.%	\N	J Atten Disord.	\N	\N
26995	.Journal.%	\N	Online J Knowl Synth Nurs.	\N	\N
26996	.Journal.%	\N	Clin Linguist Phon.	\N	\N
26997	.Journal.%	\N	Biomedica.	\N	\N
26998	.Journal.%	\N	Food Nutr Bull.	\N	\N
26999	.Journal.%	\N	J Fluency Disord.	\N	\N
27000	.Journal.%	\N	J Safety Res.	\N	\N
27001	.Journal.%	\N	Clin Breast Cancer.	\N	\N
27002	.Journal.%	\N	Aging Male.	\N	\N
27003	.Journal.%	\N	Curr Neurol Neurosci Rep.	\N	\N
27004	.Journal.%	\N	Lancet Oncol.	\N	\N
27005	.Journal.%	\N	J Ment Health Policy Econ.	\N	\N
27006	.Journal.%	\N	Chem Rec.	\N	\N
27007	.Journal.%	\N	Curr Mol Med.	\N	\N
27008	.Journal.%	\N	Curr Allergy Asthma Rep.	\N	\N
27009	.Journal.%	\N	Curr Top Med Chem.	\N	\N
27010	.Journal.%	\N	Expert Rev Mol Diagn.	\N	\N
27011	.Journal.%	\N	Best Pract Res Clin Anaesthesiol.	\N	\N
27012	.Journal.%	\N	Methods Mol Med.	\N	\N
27013	.Journal.%	\N	Fam Law Rep.	\N	\N
27014	.Journal.%	\N	S Afr Law Rep.	\N	\N
27015	.Journal.%	\N	North Irel Law Rep.	\N	\N
27016	.Journal.%	\N	Nat Rev Cancer.	\N	\N
27017	.Journal.%	\N	Nat Rev Immunol.	\N	\N
27018	.Journal.%	\N	Pol J Vet Sci.	\N	\N
27020	.Journal.%	\N	Expert Opin Ther Targets.	\N	\N
27021	.Journal.%	\N	Aging Trends.	\N	\N
27022	.Journal.%	\N	Lancet Infect Dis.	\N	\N
27023	.Journal.%	\N	OMICS.	\N	\N
27024	.Journal.%	\N	ScientificWorldJournal.	\N	\N
27025	.Journal.%	\N	AIDS Rev.	\N	\N
27026	.Journal.%	\N	Rep Cases Decided Supreme Court State Ga Ga Supreme Court.	\N	\N
27028	.Journal.%	\N	Exp Psychol.	\N	\N
27029	.Journal.%	\N	AHP J.	\N	\N
27031	.Journal.%	\N	Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi.	\N	\N
27032	.Journal.%	\N	Aust J Midwifery.	\N	\N
27033	.Journal.%	\N	Circ J.	\N	\N
27035	.Journal.%	\N	J Cell Mol Med.	\N	\N
27036	.Journal.%	\N	Ambul Pediatr.	\N	\N
27037	.Journal.%	\N	Curr Allergy Rep.	\N	\N
27038	.Journal.%	\N	State Coverage Initiat Issue Brief.	\N	\N
27040	.Journal.%	\N	J Chromatogr B Analyt Technol Biomed Life Sci.	\N	\N
27041	.Journal.%	\N	C R Biol.	\N	\N
27042	.Journal.%	\N	Sentinel Event Alert.	\N	\N
27045	.Journal.%	\N	InTouch.	\N	\N
27046	.Journal.%	\N	Heart Advis.	\N	\N
27047	.Journal.%	\N	Diabetes Self Manag.	\N	\N
27048	.Journal.%	\N	Diabetes Forecast.	\N	\N
27049	.Journal.%	\N	Child Health Alert.	\N	\N
27050	.Journal.%	\N	J Spinal Disord Tech.	\N	\N
27051	.Journal.%	\N	Qual Saf Health Care.	\N	\N
27052	.Journal.%	\N	J Nutr Educ Behav.	\N	\N
27053	.Journal.%	\N	Community Based Public Health Policy Pract.	\N	\N
27054	.Journal.%	\N	Appl Catal.	\N	\N
27055	.Journal.%	\N	Eur J Nucl Med Mol Imaging.	\N	\N
27057	.Journal.%	\N	Anal Bioanal Chem.	\N	\N
27058	.Journal.%	\N	Neurosignals.	\N	\N
27059	.Journal.%	\N	Vasc Endovascular Surg.	\N	\N
27060	.Journal.%	\N	HRSA Careaction.	\N	\N
27065	.Journal.%	\N	Cytotherapy.	\N	\N
27066	.Journal.%	\N	Curr Opin Allergy Clin Immunol.	\N	\N
27067	.Journal.%	\N	Cloning Stem Cells.	\N	\N
27068	.Journal.%	\N	Comput Inform Nurs.	\N	\N
27071	.Journal.%	\N	Clin Exp Optom.	\N	\N
27072	.Journal.%	\N	J Cosmet Laser Ther.	\N	\N
27075	.Journal.%	\N	Psychol Psychother.	\N	\N
27076	.Journal.%	\N	J Spec Pediatr Nurs.	\N	\N
27077	.Journal.%	\N	Perspect Sex Reprod Health.	\N	\N
27078	.Journal.%	\N	PHC4 FYI.	\N	\N
27082	.Journal.%	\N	Asian Cardiovasc Thorac Ann.	\N	\N
27084	.Journal.%	\N	Acta Univ Carol Geogr.	\N	\N
27085	.Journal.%	\N	Int Migr Rev.	\N	\N
27086	.Journal.%	\N	NHPF Issue Brief.	\N	\N
27088	.Journal.%	\N	Impact HIV.	\N	\N
27089	.Journal.%	\N	J Health Manag.	\N	\N
27090	.Journal.%	\N	Cult Health Sex.	\N	\N
27091	.Journal.%	\N	Asia Pac Pop Policy.	\N	\N
27092	.Journal.%	\N	Acad News.	\N	\N
27093	.Journal.%	\N	Med Bull Uganda.	\N	\N
27094	.Journal.%	\N	Fam Urol.	\N	\N
27095	.Journal.%	\N	Tuberc Airborne Dis Wkly.	\N	\N
27097	.Journal.%	\N	Ford Found Rep.	\N	\N
27098	.Journal.%	\N	Self.	\N	\N
27099	.Journal.%	\N	Arrows Change.	\N	\N
27100	.Journal.%	\N	Perspect Internation Plan Fam.	\N	\N
27101	.Journal.%	\N	Perspect Int Planif Fam.	\N	\N
27102	.Journal.%	\N	Educ Update.	\N	\N
27103	.Journal.%	\N	Nurs Rev.	\N	\N
27104	.Journal.%	\N	Natl Fam Health Surv Bull.	\N	\N
27105	.Journal.%	\N	Sex Wkly Plus.	\N	\N
27106	.Journal.%	\N	Abortion Rev.	\N	\N
27107	.Journal.%	\N	J Hum Behav Soc Environ.	\N	\N
27109	.Journal.%	\N	J Appl Probab.	\N	\N
27110	.Journal.%	\N	J Math Anal Appl.	\N	\N
27112	.Journal.%	\N	Kangaroo.	\N	\N
27114	.Journal.%	\N	Eval Pract.	\N	\N
27115	.Journal.%	\N	Hist Fam.	\N	\N
27116	.Journal.%	\N	Audit Unit News.	\N	\N
27117	.Journal.%	\N	Hepatitis Wkly.	\N	\N
27118	.Journal.%	\N	Malar Wkly.	\N	\N
27119	.Journal.%	\N	Netw Fr.	\N	\N
27120	.Journal.%	\N	AIDS Wkly Plus.	\N	\N
27121	.Journal.%	\N	Contracept Rep.	\N	\N
27122	.Journal.%	\N	Sci Commun.	\N	\N
27124	.Journal.%	\N	Indian J Gend Stud.	\N	\N
27125	.Journal.%	\N	CAFS News.	\N	\N
27126	.Journal.%	\N	J R Anthropol Inst.	\N	\N
