bmkegId	viewType	locked	vpdmfLabel	namespace	thumbnail
50816	.Scientist.%	\N	D Bajic	\N	\N
50817	.Scientist.%	\N	HK Proudfit	\N	\N
50818	.Resource.%.Publication.%.Article.%	\N	"Fukunishi, Nagase, Yoshida, Moritani, Honma, Hirose, Shigenaga (1999), `Quantitative analysis of the dendritic architectures of cat hypoglossal motoneurons stained intracellularly with horseradish peroxidase.` J Comp Neurol 405:345-58"	\N	\N
50819	.Resource.%.Publication.%.Article.%	\N	"Thorogood, Almeida, Brodfuehrer (1999), `Glutamate receptor 5/6/7-like and glutamate transporter-1-like immunoreactivity in the leech central nervous system.` J Comp Neurol 405:334-44"	\N	\N
50820	.Scientist.%	\N	MS Thorogood	\N	\N
50821	.Scientist.%	\N	VW Almeida	\N	\N
50822	.Scientist.%	\N	PD Brodfuehrer	\N	\N
50823	.Resource.%.Publication.%.Article.%	\N	"Phillips, Simon, Lampson (1999), `Site-specific immune regulation in the brain: differential modulation of major histocompatibility complex (MHC) proteins in brainstem vs. hippocampus.` J Comp Neurol 405:322-33"	\N	\N
50824	.Scientist.%	\N	LM Phillips	\N	\N
50825	.Scientist.%	\N	PJ Simon	\N	\N
50826	.Scientist.%	\N	LA Lampson	\N	\N
50827	.Resource.%.Publication.%.Article.%	\N	"Margeta-Mitrovic, Mitrovic, Riley, Jan, Basbaum (1999), `Immunohistochemical localization of GABA(B) receptors in the rat central nervous system.` J Comp Neurol 405:299-321"	\N	\N
50828	.Scientist.%	\N	M Margeta-Mitrovic	\N	\N
50829	.Scientist.%	\N	I Mitrovic	\N	\N
50830	.Scientist.%	\N	RC Riley	\N	\N
50831	.Scientist.%	\N	LY Jan	\N	\N
50832	.Resource.%.Publication.%.Article.%	\N	"Tellegen, Dubbeldam (1999), `Location of reticular premotor areas of a motor center innervating craniocervical muscles in the mallard (Anas platyrhynchos L.).` J Comp Neurol 405:281-98"	\N	\N
50833	.Scientist.%	\N	AJ Tellegen	\N	\N
50834	.Resource.%.Publication.%.Article.%	\N	"Rau, Legan, Richardson (1999), `Tectorin mRNA expression is spatially and temporally restricted during mouse inner ear development.` J Comp Neurol 405:271-80"	\N	\N
50835	.Scientist.%	\N	A Rau	\N	\N
50836	.Scientist.%	\N	PK Legan	\N	\N
50837	.Resource.%.Publication.%.Article.%	\N	"Deplano, Gargini, Bisti (1999), `Electrical activity regulates dendritic reorganization in ganglion cells after neonatal retinal lesion in the cat.` J Comp Neurol 405:262-70"	\N	\N
50838	.Scientist.%	\N	C Gargini	\N	\N
50839	.Resource.%.Publication.%.Article.%	\N	"Helboe, Hay- Schmidt, Stidsen, Møller (1999), `Immunohistochemical localization of the somatostatin receptor subtype 2 (sst2) in the central nervous system of the golden hamster (Mesocricetus auratus).` J Comp Neurol 405:247-61"	\N	\N
50840	.Scientist.%	\N	L Helboe	\N	\N
50841	.Scientist.%	\N	A Hay- Schmidt	\N	\N
50842	.Scientist.%	\N	CE Stidsen	\N	\N
50843	.Resource.%.Publication.%.Article.%	\N	"Montague, Greer (1999), `Differential distribution of ionotropic glutamate receptor subunits in the rat olfactory bulb.` J Comp Neurol 405:233-46"	\N	\N
50844	.Scientist.%	\N	AA Montague	\N	\N
50845	.Resource.%.Publication.%.Article.%	\N	"Uryu, Butler, Chesselet (1999), `Synaptogenesis and ultrastructural localization of the polysialylated neural cell adhesion molecule in the developing striatum.` J Comp Neurol 405:216-32"	\N	\N
50846	.Resource.%.Publication.%.Article.%	\N	"Van Koughnet, Smirnova, Hyman, Borsook (1999), `Proenkephalin transgene regulation in the paraventricular nucleus of the hypothalamus by lipopolysaccharide and interleukin-1beta.` J Comp Neurol 405:199-215"	\N	\N
50847	.Scientist.%	\N	K Van Koughnet	\N	\N
50848	.Scientist.%	\N	O Smirnova	\N	\N
50849	.Resource.%.Publication.%.Article.%	\N	"Morigiwa, Vardi (1999), `Differential expression of ionotropic glutamate receptor subunits in the outer retina.` J Comp Neurol 405:173-84"	\N	\N
50850	.Scientist.%	\N	K Morigiwa	\N	\N
50851	.Resource.%.Publication.%.Article.%	\N	"Gangnon, Danger, Jegou, Vieau, Seidah, Vaudry (1999), `Molecular cloning, characterization of cDNA, and distribution of mRNA encoding the frog prohormone convertase PC1.` J Comp Neurol 405:160-72"	\N	\N
50852	.Scientist.%	\N	F Gangnon	\N	\N
50853	.Scientist.%	\N	S Jegou	\N	\N
50854	.Scientist.%	\N	D Vieau	\N	\N
50855	.Scientist.%	\N	NG Seidah	\N	\N
50856	.Resource.%.Publication.%.Article.%	\N	"Nguyen, Baker, Spencer (1999), `Abducens internuclear and ascending tract of deiters inputs to medial rectus motoneurons in the cat oculomotor nucleus: synaptic organization.` J Comp Neurol 405:141-59"	\N	\N
50857	.Scientist.%	\N	LT Nguyen	\N	\N
50858	.Resource.%.Publication.%.Article.%	\N	"Wimborne, Mark, Ibbotson (1999), `Distribution of retinogeniculate cells in the tammar wallaby in relation to decussation at the optic chiasm.` J Comp Neurol 405:128-40"	\N	\N
50859	.Scientist.%	\N	BM Wimborne	\N	\N
50860	.Scientist.%	\N	MR Ibbotson	\N	\N
50861	.Resource.%.Publication.%.Article.%	\N	"Weyand, Updyke, Gafka (1999), `Widespread distribution of visual responsiveness in frontal, prefrontal, and prelimbic cortical areas of the cat: an electrophysiologic investigation.` J Comp Neurol 405:99-127"	\N	\N
50862	.Scientist.%	\N	AC Gafka	\N	\N
50863	.Resource.%.Publication.%.Article.%	\N	"Tobet, Henderson, Whiting, Sieghart (1999), `Special relationship of gamma-aminobutyric acid to the ventromedial nucleus of the hypothalamus during embryonic development.` J Comp Neurol 405:88-98"	\N	\N
50864	.Scientist.%	\N	RG Henderson	\N	\N
50865	.Scientist.%	\N	PJ Whiting	\N	\N
50866	.Scientist.%	\N	W Sieghart	\N	\N
50867	.Resource.%.Publication.%.Article.%	\N	"Xin, Bloomfield (1999), `Dark- and light-induced changes in coupling between horizontal cells in mammalian retina.` J Comp Neurol 405:75-87"	\N	\N
50868	.Resource.%.Publication.%.Article.%	\N	"Gloster, El-Bizri, Bamji, Rogers, Miller (1999), `Early induction of Talpha1 alpha-tubulin transcription in neurons of the developing nervous system.` J Comp Neurol 405:45-60"	\N	\N
50869	.Scientist.%	\N	H El-Bizri	\N	\N
50870	.Scientist.%	\N	SX Bamji	\N	\N
50871	.Scientist.%	\N	D Rogers	\N	\N
50872	.Resource.%.Publication.%.Article.%	\N	"Guirado, Martínez-García, Andreu, Dávila (1999), `Calcium-binding proteins in the dorsal ventricular ridge of the lizard Psammodromus algirus.` J Comp Neurol 405:32-44"	\N	\N
50873	.Resource.%.Publication.%.Article.%	\N	"Guirado, Dávila, Real, Medina (1999), `Nucleus accumbens in the lizard Psammodromus algirus: chemoarchitecture and cortical afferent connections.` J Comp Neurol 405:15-31"	\N	\N
50874	.Resource.%.Publication.%.Article.%	\N	"Fischer, Stell (1999), `Nitric oxide synthase-containing cells in the retina, pigmented epithelium, choroid, and sclera of the chick eye.` J Comp Neurol 405:1-14"	\N	\N
50875	.Resource.%.Publication.%.Article.%	\N	"Power, Kolmac, Mitrofanis (1999), `Evidence for a large projection from the zona incerta to the dorsal thalamus.` J Comp Neurol 404:554-65"	\N	\N
50876	.Resource.%.Publication.%.Article.%	\N	"Holmes, Sarkisian, Ben-Ari, Chevassus-Au-Louis (1999), `Mossy fiber sprouting after recurrent seizures during early development in rats.` J Comp Neurol 404:537-53"	\N	\N
50877	.Scientist.%	\N	GL Holmes	\N	\N
50878	.Scientist.%	\N	M Sarkisian	\N	\N
50879	.Resource.%.Publication.%.Article.%	\N	"Schmitt, Dowling (1999), `Early retinal development in the zebrafish, Danio rerio: light and electron microscopic analyses.` J Comp Neurol 404:515-36"	\N	\N
50880	.Resource.%.Publication.%.Article.%	\N	"Gulledge, Deviche (1999), `Age- and sex-related differences in opioid receptor densities in the songbird vocal control system.` J Comp Neurol 404:505-14"	\N	\N
50881	.Resource.%.Publication.%.Article.%	\N	"Roth, Dicke, Grunwald (1999), `Morphology, axonal projection pattern, and response types of tectal neurons in plethodontid salamanders. II: intracellular recording and labeling experiments.` J Comp Neurol 404:489-504"	\N	\N
50882	.Resource.%.Publication.%.Article.%	\N	"Dicke (1999), `Morphology, axonal projection pattern, and response types of tectal neurons in plethodontid salamanders. I: tracer study of projection neurons and their pathways.` J Comp Neurol 404:473-88"	\N	\N
50883	.Resource.%.Publication.%.Article.%	\N	"Stornetta, Guyenet (1999), `Distribution of glutamic acid decarboxylase mRNA-containing neurons in rat medulla projecting to thoracic spinal cord in relation to monoaminergic brainstem neurons.` J Comp Neurol 407:367-80"	\N	\N
50884	.Resource.%.Publication.%.Article.%	\N	"Bajo, Merchán, Malmierca, Nodal, Bjaalie (1999), `Topographic organization of the dorsal nucleus of the lateral lemniscus in the cat.` J Comp Neurol 407:349-66"	\N	\N
50885	.Scientist.%	\N	FR Nodal	\N	\N
50886	.Resource.%.Publication.%.Article.%	\N	"Adrio, Anadón, Rodríguez-Moldes (1999), `Distribution of serotonin (5HT)-immunoreactive structures in the central nervous system of two chondrostean species (Acipenser baeri and Huso huso).` J Comp Neurol 407:333-48"	\N	\N
50887	.Scientist.%	\N	F Adrio	\N	\N
50888	.Resource.%.Publication.%.Article.%	\N	"Shiroyama, Kayahara, Yasui, Nomura, Nakano (1999), `Projections of the vestibular nuclei to the thalamus in the rat: a Phaseolus vulgaris leucoagglutinin study.` J Comp Neurol 407:318-32"	\N	\N
50889	.Scientist.%	\N	J Nomura	\N	\N
50890	.Resource.%.Publication.%.Article.%	\N	"Leger, Croll, Smith (1999), `Regional distribution and extrinsic innervation of intrinsic cardiac neurons in the guinea pig.` J Comp Neurol 407:303-17"	\N	\N
50891	.Scientist.%	\N	J Leger	\N	\N
50892	.Scientist.%	\N	FM Smith	\N	\N
50893	.Resource.%.Publication.%.Article.%	\N	"Andres, von Düring, Veh (1999), `Subnuclear organization of the rat habenular complexes.` J Comp Neurol 407:130-50"	\N	\N
50894	.Scientist.%	\N	KH Andres	\N	\N
50895	.Scientist.%	\N	M von Düring	\N	\N
50896	.Scientist.%	\N	RW Veh	\N	\N
50897	.Resource.%.Publication.%.Article.%	\N	"Metzdorf, Gahr, Fusani (1999), `Distribution of aromatase, estrogen receptor, and androgen receptor mRNA in the forebrain of songbirds and nonsongbirds.` J Comp Neurol 407:115-29"	\N	\N
50898	.Scientist.%	\N	R Metzdorf	\N	\N
50899	.Scientist.%	\N	L Fusani	\N	\N
50900	.Resource.%.Publication.%.Article.%	\N	"Judge, Leitch (1999), `GABA immunoreactivity in processes presynaptic to the locust wing stretch receptor neuron.` J Comp Neurol 407:103-14"	\N	\N
50901	.Scientist.%	\N	S Judge	\N	\N
50902	.Resource.%.Publication.%.Article.%	\N	"Erwin, Baker, Busen, Malpeli (1999), `Relationship between laminar topology and retinotopy in the rhesus lateral geniculate nucleus: results from a functional atlas.` J Comp Neurol 407:92-102"	\N	\N
50903	.Scientist.%	\N	E Erwin	\N	\N
50904	.Scientist.%	\N	WF Busen	\N	\N
50905	.Resource.%.Publication.%.Article.%	\N	"Dougherty, Milner (1999), `p75NTR immunoreactivity in the rat dentate gyrus is mostly within presynaptic profiles but is also found in some astrocytic and postsynaptic profiles.` J Comp Neurol 407:77-91"	\N	\N
50906	.Scientist.%	\N	KD Dougherty	\N	\N
50907	.Resource.%.Publication.%.Article.%	\N	"Marc (1999), `Kainate activation of horizontal, bipolar, amacrine, and ganglion cells in the rabbit retina.` J Comp Neurol 407:65-76"	\N	\N
50908	.Resource.%.Publication.%.Article.%	\N	"Marc (1999), `Mapping glutamatergic drive in the vertebrate retina with a channel-permeant organic cation.` J Comp Neurol 407:47-64"	\N	\N
50909	.Resource.%.Publication.%.Article.%	\N	"Bradley, Standaert, Rhodes, Rees, Testa, Levey, Conn (1999), `Immunohistochemical localization of subtype 4a metabotropic glutamate receptors in the rat and mouse basal ganglia.` J Comp Neurol 407:33-46"	\N	\N
50910	.Resource.%.Publication.%.Article.%	\N	"Kanjhan, Housley, Burton, Christie, Kippenberger, Thorne, Luo, Ryan (1999), `Distribution of the P2X2 receptor subunit of the ATP-gated ion channels in the rat central nervous system.` J Comp Neurol 407:11-32"	\N	\N
50911	.Scientist.%	\N	R Kanjhan	\N	\N
50912	.Scientist.%	\N	LD Burton	\N	\N
50913	.Scientist.%	\N	DL Christie	\N	\N
50914	.Scientist.%	\N	A Kippenberger	\N	\N
50915	.Scientist.%	\N	PR Thorne	\N	\N
50916	.Resource.%.Publication.%.Article.%	\N	"Hartley, Margulis, Fishman, Lee, Tang (1999), `Functional synapses are formed between human NTera2 (NT2N, hNT) neurons grown on astrocytes.` J Comp Neurol 407:1-10"	\N	\N
50917	.Scientist.%	\N	RS Hartley	\N	\N
50918	.Scientist.%	\N	M Margulis	\N	\N
50919	.Scientist.%	\N	PS Fishman	\N	\N
50920	.Scientist.%	\N	CM Tang	\N	\N
50921	.Resource.%.Publication.%.Article.%	\N	"Cherry, Davis (1999), `Cyclic AMP phosphodiesterases are localized in regions of the mouse brain associated with reinforcement, movement, and affect.` J Comp Neurol 407:287-301"	\N	\N
50922	.Resource.%.Publication.%.Article.%	\N	"Clancy, Cauller (1999), `Widespread projections from subgriseal neurons (layer VII) to layer I in adult rat cortex.` J Comp Neurol 407:275-86"	\N	\N
50923	.Resource.%.Publication.%.Article.%	\N	"Kasowski, Kim, Greer (1999), `Compartmental organization of the olfactory bulb glomerulus.` J Comp Neurol 407:261-74"	\N	\N
50924	.Scientist.%	\N	HJ Kasowski	\N	\N
50925	.Scientist.%	\N	H Kim	\N	\N
50926	.Resource.%.Publication.%.Article.%	\N	"Warembourg, Leroy, Jolivet (1999), `Nitric oxide synthase in the guinea pig preoptic area and hypothalamus: distribution, effect of estrogen, and colocalization with progesterone receptor.` J Comp Neurol 407:207-27"	\N	\N
50927	.Scientist.%	\N	D Leroy	\N	\N
50928	.Resource.%.Publication.%.Article.%	\N	"Nuyt, Lenkei, Palkovits, Corvol, Llorens-Cortés (1999), `Ontogeny of angiotensin II type 2 receptor mRNA expression in fetal and neonatal rat brain.` J Comp Neurol 407:193-206"	\N	\N
50929	.Scientist.%	\N	AM Nuyt	\N	\N
50930	.Resource.%.Publication.%.Article.%	\N	"Morris, Pandya, Petrides (1999), `Fiber system linking the mid-dorsolateral frontal cortex with the retrosplenial/presubicular region in the rhesus monkey.` J Comp Neurol 407:183-92"	\N	\N
50931	.Scientist.%	\N	R Morris	\N	\N
50932	.Resource.%.Publication.%.Article.%	\N	"Lu, Ghasemzadeh, Kalivas (1999), `Regional distribution and cellular localization of gamma-aminobutyric acid subtype 1 receptor mRNA in the rat brain.` J Comp Neurol 407:166-82"	\N	\N
50933	.Scientist.%	\N	XY Lu	\N	\N
50934	.Scientist.%	\N	MB Ghasemzadeh	\N	\N
50935	.Resource.%.Publication.%.Article.%	\N	"Ruthazer, Baker, Stryker (1999), `Development and organization of ocular dominance bands in primary visual cortex of the sable ferret.` J Comp Neurol 407:151-65"	\N	\N
50936	.Scientist.%	\N	ES Ruthazer	\N	\N
50937	.Resource.%.Publication.%.Article.%	\N	"Johnson, Dawson, Meyer (1999), `Activity-dependent refinement in the goldfish retinotectal system is mediated by the dynamic regulation of processes withdrawal: an in vivo imaging study.` J Comp Neurol 406:548-62"	\N	\N
50938	.Scientist.%	\N	AJ Dawson	\N	\N
50939	.Resource.%.Publication.%.Article.%	\N	"Neal, Mansour, Reinscheid, Nothacker, Civelli, Watson (1999), `Localization of orphanin FQ (nociceptin) peptide and messenger RNA in the central nervous system of the rat.` J Comp Neurol 406:503-47"	\N	\N
50940	.Scientist.%	\N	R Reinscheid	\N	\N
50941	.Scientist.%	\N	HP Nothacker	\N	\N
50942	.Scientist.%	\N	O Civelli	\N	\N
50943	.Resource.%.Publication.%.Article.%	\N	"Beck, Kaas (1999), `Cortical connections of the dorsomedial visual area in old world macaque monkeys.` J Comp Neurol 406:487-502"	\N	\N
50944	.Resource.%.Publication.%.Article.%	\N	"Johnson, Schroeder, Sánchez, Kirk (1999), `Axonal regeneration in the central nervous system of aplysia californica determined by anterograde transport of biocytin.` J Comp Neurol 406:476-86"	\N	\N
50945	.Scientist.%	\N	SL Johnson	\N	\N
50946	.Scientist.%	\N	ML Schroeder	\N	\N
50947	.Scientist.%	\N	JA Sánchez	\N	\N
50948	.Resource.%.Publication.%.Article.%	\N	"Ma, Descarries, Micheva, Lepage, Julien, Doucet (1999), `Severe neuronal losses with age in the parietal cortex and ventrobasal thalamus of mice transgenic for the human NF-L neurofilament protein.` J Comp Neurol 406:433-48"	\N	\N
50949	.Scientist.%	\N	D Ma	\N	\N
50950	.Scientist.%	\N	Y Lepage	\N	\N
50951	.Scientist.%	\N	JP Julien	\N	\N
50952	.Resource.%.Publication.%.Article.%	\N	"Doldan, Prego, de Miguel Villegas (1999), `Immunochemical localization of calretinin in the retina of the turbot (Psetta maxima) during development.` J Comp Neurol 406:425-32"	\N	\N
50953	.Scientist.%	\N	MJ Doldan	\N	\N
50954	.Scientist.%	\N	B Prego	\N	\N
50955	.Scientist.%	\N	E de Miguel Villegas	\N	\N
50956	.Resource.%.Publication.%.Article.%	\N	"Fashena, Westerfield (1999), `Secondary motoneuron axons localize DM-GRASP on their fasciculated segments.` J Comp Neurol 406:415-24"	\N	\N
50957	.Scientist.%	\N	D Fashena	\N	\N
50958	.Resource.%.Publication.%.Article.%	\N	"Giroux, Rossignol, Reader (1999), `Autoradiographic study of alpha1- and alpha2-noradrenergic and serotonin1A receptors in the spinal cord of normal and chronically transected cats.` J Comp Neurol 406:402-14"	\N	\N
50959	.Scientist.%	\N	N Giroux	\N	\N
50960	.Scientist.%	\N	S Rossignol	\N	\N
50961	.Scientist.%	\N	TA Reader	\N	\N
50962	.Resource.%.Publication.%.Article.%	\N	"Luo, Dessem (1999), `Ultrastructural anatomy of physiologically identified jaw-muscle spindle afferent terminations onto retrogradely labeled jaw-elevator motoneurons in the rat.` J Comp Neurol 406:384-401"	\N	\N
50963	.Resource.%.Publication.%.Article.%	\N	"Cunningham, Sherrard, Bedi, Renshaw, Bower (1999), `Changes in the numbers of neurons and astrocytes during the postnatal development of the rat inferior olive.` J Comp Neurol 406:375-83"	\N	\N
50964	.Scientist.%	\N	JJ Cunningham	\N	\N
50965	.Scientist.%	\N	RM Sherrard	\N	\N
50966	.Scientist.%	\N	AJ Bower	\N	\N
50967	.Resource.%.Publication.%.Article.%	\N	"Whitlon, Zhang, Kusakabe (1999), `Tenascin-C in the cochlea of the developing mouse.` J Comp Neurol 406:361-74"	\N	\N
50968	.Scientist.%	\N	M Kusakabe	\N	\N
50969	.Resource.%.Publication.%.Article.%	\N	"Gonchar, Burkhalter (1999), `Differential subcellular localization of forward and feedback interareal inputs to parvalbumin expressing GABAergic neurons in rat visual cortex.` J Comp Neurol 406:346-60"	\N	\N
50970	.Scientist.%	\N	Y Gonchar	\N	\N
50971	.Resource.%.Publication.%.Article.%	\N	"Husband, ShimizuShimizu (1999), `Efferent projections of the ectostriatum in the pigeon (Columba livia).` J Comp Neurol 406:329-45"	\N	\N
50972	.Scientist.%	\N	SA Husband	\N	\N
50973	.Scientist.%	\N	TT ShimizuShimizu	\N	\N
50974	.Resource.%.Publication.%.Article.%	\N	"Shi, Cassell (1999), `Perirhinal cortex projections to the amygdaloid complex and hippocampal formation in the rat.` J Comp Neurol 406:299-328"	\N	\N
50975	.Resource.%.Publication.%.Article.%	\N	"Helfert, Sommer, Meeks, Hofstetter, Hughes (1999), `Age-related synaptic changes in the central nucleus of the inferior colliculus of Fischer-344 rats.` J Comp Neurol 406:285-98"	\N	\N
50976	.Scientist.%	\N	TJ Sommer	\N	\N
50977	.Scientist.%	\N	J Meeks	\N	\N
50978	.Scientist.%	\N	P Hofstetter	\N	\N
50979	.Scientist.%	\N	LF Hughes	\N	\N
50980	.Resource.%.Publication.%.Article.%	\N	"Toyoshima, Seta, Toyono, Takeda (1999), `Merkel cells are responsible for the initiation of taste organ morphogenesis in the frog.` J Comp Neurol 406:129-40"	\N	\N
50981	.Scientist.%	\N	K Toyoshima	\N	\N
50982	.Scientist.%	\N	Y Seta	\N	\N
50983	.Scientist.%	\N	T Toyono	\N	\N
50984	.Scientist.%	\N	S Takeda	\N	\N
50985	.Resource.%.Publication.%.Article.%	\N	"Rockland, Andresen, Cowie, Robinson (1999), `Single axon analysis of pulvinocortical connections to several visual areas in the macaque.` J Comp Neurol 406:221-50"	\N	\N
50986	.Scientist.%	\N	J Andresen	\N	\N
50987	.Scientist.%	\N	DL Robinson	\N	\N
50988	.Resource.%.Publication.%.Article.%	\N	"Sharp, Nucifora, Blondel, Sheppard, Zhang, Snyder, Russell, Ryugo, Ross (1999), `Differential cellular expression of isoforms of inositol 1,4,5-triphosphate receptors in neurons and glia in brain.` J Comp Neurol 406:207-20"	\N	\N
50989	.Scientist.%	\N	FC Nucifora	\N	\N
50990	.Scientist.%	\N	O Blondel	\N	\N
50991	.Scientist.%	\N	CA Sheppard	\N	\N
50992	.Scientist.%	\N	C Zhang	\N	\N
50993	.Scientist.%	\N	SH Snyder	\N	\N
50994	.Scientist.%	\N	JT Russell	\N	\N
50995	.Resource.%.Publication.%.Article.%	\N	"Molea, Stone, Rubel (1999), `Class III beta-tubulin expression in sensory and nonsensory regions of the developing avian inner ear.` J Comp Neurol 406:183-98"	\N	\N
50996	.Scientist.%	\N	D Molea	\N	\N
50997	.Resource.%.Publication.%.Article.%	\N	"Teclemariam-Mesbah, Ter Horst, Postema, Wortel, Buijs (1999), `Anatomical demonstration of the suprachiasmatic nucleus-pineal pathway.` J Comp Neurol 406:171-82"	\N	\N
50998	.Scientist.%	\N	F Postema	\N	\N
50999	.Resource.%.Publication.%.Article.%	\N	"Ha, Robertson, Roshanaei, Weiss (1999), `Enhanced survival and morphological features of basal forebrain cholinergic neurons in vitro: role of neurotrophins and other potential cortically derived cholinergic trophic factors.` J Comp Neurol 406:156-70"	\N	\N
51000	.Scientist.%	\N	M Roshanaei	\N	\N
51001	.Resource.%.Publication.%.Article.%	\N	"Hall, Hooper, Finger (1999), `Expression of sonic hedgehog, patched, and Gli1 in developing taste papillae of the mouse.` J Comp Neurol 406:143-55"	\N	\N
51002	.Scientist.%	\N	JM Hall	\N	\N
51003	.Scientist.%	\N	JE Hooper	\N	\N
51004	.Resource.%.Publication.%.Article.%	\N	"Richter, Langnaese, Kreutz, Olias, Zhai, Scheich, Garner, Gundelfinger (1999), `Presynaptic cytomatrix protein bassoon is localized at both excitatory and inhibitory synapses of rat brain.` J Comp Neurol 408:437-48"	\N	\N
51005	.Scientist.%	\N	K Richter	\N	\N
51006	.Scientist.%	\N	K Langnaese	\N	\N
51007	.Scientist.%	\N	MR Kreutz	\N	\N
51008	.Scientist.%	\N	G Olias	\N	\N
51009	.Scientist.%	\N	R Zhai	\N	\N
51010	.Resource.%.Publication.%.Article.%	\N	"Lai, Clements, Wu, Shalita, Wu, Kuo, Siegel (1999), `Brainstem projections to the ventromedial medulla in cat: retrograde transport horseradish peroxidase and immunohistochemical studies.` J Comp Neurol 408:419-36"	\N	\N
51011	.Scientist.%	\N	XY Wu	\N	\N
51012	.Scientist.%	\N	T Shalita	\N	\N
51013	.Scientist.%	\N	JP Wu	\N	\N
51014	.Resource.%.Publication.%.Article.%	\N	"Dusart, Morel, Wehrlé, Sotelo (1999), `Late axonal sprouting of injured Purkinje cells and its temporal correlation with permissive changes in the glial scar.` J Comp Neurol 408:399-418"	\N	\N
51015	.Scientist.%	\N	MP Morel	\N	\N
51016	.Resource.%.Publication.%.Article.%	\N	"Okuno, Tokuyama, Li, Hashimoto, Miyashita (1999), `Quantitative evaluation of neurotrophin and trk mRNA expression in visual and limbic areas along the occipito-temporo-hippocampal pathway in adult macaque monkeys.` J Comp Neurol 408:378-98"	\N	\N
51017	.Scientist.%	\N	H Okuno	\N	\N
51018	.Scientist.%	\N	W Tokuyama	\N	\N
51019	.Scientist.%	\N	YX Li	\N	\N
51020	.Scientist.%	\N	T Hashimoto	\N	\N
51021	.Scientist.%	\N	Y Miyashita	\N	\N
51022	.Resource.%.Publication.%.Article.%	\N	"Smith, Fan, Zhang (1999), `Divergence of smooth muscle target and sympathetic pathway cell phenotypes in the orbit of the developing rat.` J Comp Neurol 408:352-64"	\N	\N
51023	.Resource.%.Publication.%.Article.%	\N	"Kilman, Fénelon, Richards, Thirumalai, Meyrand, Marder (1999), `Sequential developmental acquisition of cotransmitters in identified sensory neurons of the stomatogastric nervous system of the lobsters, Homarus americanus and Homarus gammarus.` J Comp Neurol 408:318-34"	\N	\N
51024	.Scientist.%	\N	V Kilman	\N	\N
51025	.Scientist.%	\N	VS Fénelon	\N	\N
51026	.Scientist.%	\N	KS Richards	\N	\N
51027	.Scientist.%	\N	V Thirumalai	\N	\N
51028	.Scientist.%	\N	P Meyrand	\N	\N
51029	.Resource.%.Publication.%.Article.%	\N	"Xue, Honig (1999), `Ultrastructural observations on the expression of axonin-1: implications for the fasciculation of sensory axons during axonal outgrowth into the chick hindlimb.` J Comp Neurol 408:299-317"	\N	\N
51030	.Scientist.%	\N	Y Xue	\N	\N
51031	.Scientist.%	\N	MG Honig	\N	\N
51032	.Resource.%.Publication.%.Article.%	\N	"Commons, van Bockstaele, Pfaff (1999), `Frequent colocalization of mu opioid and NMDA-type glutamate receptors at postsynaptic sites in periaqueductal gray neurons.` J Comp Neurol 408:549-59"	\N	\N
51033	.Resource.%.Publication.%.Article.%	\N	"Behan, Haberly (1999), `Intrinsic and efferent connections of the endopiriform nucleus in rat.` J Comp Neurol 408:532-48"	\N	\N
51034	.Resource.%.Publication.%.Article.%	\N	"Doucet, Ross, Gillespie, Ryugo (1999), `Glycine immunoreactivity of multipolar neurons in the ventral cochlear nucleus which project to the dorsal cochlear nucleus.` J Comp Neurol 408:515-31"	\N	\N
51035	.Scientist.%	\N	AT Ross	\N	\N
51036	.Scientist.%	\N	MB Gillespie	\N	\N
51037	.Resource.%.Publication.%.Article.%	\N	"Erixon, Demartini, Wright (1999), `Dissociation between sensitization and learning-related neuromodulation in an aplysiid species.` J Comp Neurol 408:506-14"	\N	\N
51038	.Scientist.%	\N	NJ Erixon	\N	\N
51039	.Scientist.%	\N	LJ Demartini	\N	\N
51040	.Scientist.%	\N	WG Wright	\N	\N
51041	.Resource.%.Publication.%.Article.%	\N	"Kim, Ebner (1999), `Barrels and septa: separate circuits in rat barrels field cortex.` J Comp Neurol 408:489-505"	\N	\N
51042	.Resource.%.Publication.%.Article.%	\N	"Zhuang, Silverman, Silver (1999), `Distribution and local differentiation of mast cells in the parenchyma of the forebrain.` J Comp Neurol 408:477-88"	\N	\N
51043	.Scientist.%	\N	X Zhuang	\N	\N
51044	.Resource.%.Publication.%.Article.%	\N	"Ishimaru, Ikonomidou, Tenkova, Der, Dikranian, Sesma, Olney (1999), `Distinguishing excitotoxic from apoptotic neurodegeneration in the developing rat brain.` J Comp Neurol 408:461-76"	\N	\N
51045	.Scientist.%	\N	MJ Ishimaru	\N	\N
51046	.Scientist.%	\N	C Ikonomidou	\N	\N
51047	.Scientist.%	\N	TI Tenkova	\N	\N
51048	.Scientist.%	\N	TC Der	\N	\N
51049	.Scientist.%	\N	K Dikranian	\N	\N
51050	.Resource.%.Publication.%.Article.%	\N	"Esclapez, Hirsch, Ben-Ari, Bernard (1999), `Newly formed excitatory pathways provide a substrate for hyperexcitability in experimental temporal lobe epilepsy.` J Comp Neurol 408:449-60"	\N	\N
51051	.Scientist.%	\N	C Bernard	\N	\N
51052	.Resource.%.Publication.%.Article.%	\N	"Bizon, Lauterborn, Gall (1999), `Subpopulations of striatal interneurons can be distinguished on the basis of neurotrophic factor expression.` J Comp Neurol 408:283-98"	\N	\N
